"","LN.5years.","Code","Values"
"37115","2002","X300420","#DIV/0!"
"37116","2003","X300420","#DIV/0!"
"37117","2004","X300420","#DIV/0!"
"37118","2005","X300420","#DIV/0!"
"37119","2006","X300420","#DIV/0!"
"37120","2007","X300420","#DIV/0!"
"37121","2008","X300420","#DIV/0!"
"37122","2009","X300420","#DIV/0!"
"37123","2010","X300420","#DIV/0!"
"37124","2011","X300420","#DIV/0!"
"37125","2012","X300420","#DIV/0!"
"37126","2013","X300420","#DIV/0!"
"37127","2014","X300420","#DIV/0!"
"37128","2015","X300420","#DIV/0!"
"37129","1995","X300421",""
"37130","1996","X300421",""
"37131","1997","X300421",""
"37132","1998","X300421",""
"37133","1999","X300421",""
"37134","2000","X300421","#DIV/0!"
"37135","2001","X300421","#DIV/0!"
"37136","2002","X300421","#DIV/0!"
"37137","2003","X300421","#DIV/0!"
"37138","2004","X300421","#DIV/0!"
"37139","2005","X300421","#DIV/0!"
"37140","2006","X300421","#DIV/0!"
"37141","2007","X300421","#DIV/0!"
"37142","2008","X300421","#DIV/0!"
"37143","2009","X300421","#DIV/0!"
"37144","2010","X300421","#DIV/0!"
"37145","2011","X300421","#DIV/0!"
"37146","2012","X300421","#DIV/0!"
"37147","2013","X300421","#DIV/0!"
"37148","2014","X300421","#DIV/0!"
"37149","2015","X300421","#DIV/0!"
"37150","1995","X300422",""
"37151","1996","X300422",""
"37152","1997","X300422",""
"37153","1998","X300422",""
"37154","1999","X300422",""
"37155","2000","X300422","#DIV/0!"
"37156","2001","X300422","#DIV/0!"
"37157","2002","X300422","#DIV/0!"
"37158","2003","X300422","#DIV/0!"
"37159","2004","X300422","#DIV/0!"
"37160","2005","X300422","#DIV/0!"
"37161","2006","X300422","#DIV/0!"
"37162","2007","X300422","#DIV/0!"
"37163","2008","X300422","#DIV/0!"
"37164","2009","X300422","#DIV/0!"
"37165","2010","X300422","#DIV/0!"
"37166","2011","X300422","#DIV/0!"
"37167","2012","X300422","#DIV/0!"
"37168","2013","X300422","#DIV/0!"
"37169","2014","X300422","#DIV/0!"
"37170","2015","X300422","#DIV/0!"
"37171","1995","X300423",""
"37172","1996","X300423",""
"37173","1997","X300423",""
"37174","1998","X300423",""
"37175","1999","X300423",""
"37176","2000","X300423","#DIV/0!"
"37177","2001","X300423","#DIV/0!"
"37178","2002","X300423","#DIV/0!"
"37179","2003","X300423","#DIV/0!"
"37180","2004","X300423","#DIV/0!"
"37181","2005","X300423","#DIV/0!"
"37182","2006","X300423","#DIV/0!"
"37183","2007","X300423","#DIV/0!"
"37184","2008","X300423","#DIV/0!"
"37185","2009","X300423","#DIV/0!"
"37186","2010","X300423","#DIV/0!"
"37187","2011","X300423","#DIV/0!"
"37188","2012","X300423","#DIV/0!"
"37189","2013","X300423","#DIV/0!"
"37190","2014","X300423","#DIV/0!"
"37191","2015","X300423","#DIV/0!"
"37192","1995","X300424",""
"37193","1996","X300424",""
"37194","1997","X300424",""
"37195","1998","X300424",""
"37196","1999","X300424",""
"37197","2000","X300424","#DIV/0!"
"37198","2001","X300424","#DIV/0!"
"37199","2002","X300424","#DIV/0!"
"37200","2003","X300424","#DIV/0!"
"37201","2004","X300424","#DIV/0!"
"37202","2005","X300424","#DIV/0!"
"37203","2006","X300424","#DIV/0!"
"37204","2007","X300424","#DIV/0!"
"37205","2008","X300424","#DIV/0!"
"37206","2009","X300424","#DIV/0!"
"37207","2010","X300424","#DIV/0!"
"37208","2011","X300424","#DIV/0!"
"37209","2012","X300424","#DIV/0!"
"37210","2013","X300424","#DIV/0!"
"37211","2014","X300424","#DIV/0!"
"37212","2015","X300424","#DIV/0!"
"37213","1995","X300425",""
"37214","1996","X300425",""
"37215","1997","X300425",""
"37216","1998","X300425",""
"37217","1999","X300425",""
"37218","2000","X300425","#DIV/0!"
"37219","2001","X300425","#DIV/0!"
"37220","2002","X300425","#DIV/0!"
"37221","2003","X300425","#DIV/0!"
"37222","2004","X300425","#DIV/0!"
"37223","2005","X300425","#DIV/0!"
"37224","2006","X300425","#DIV/0!"
"37225","2007","X300425","#DIV/0!"
"37226","2008","X300425","#DIV/0!"
"37227","2009","X300425","#DIV/0!"
"37228","2010","X300425","#DIV/0!"
"37229","2011","X300425","#DIV/0!"
"37230","2012","X300425","#DIV/0!"
"37231","2013","X300425","#DIV/0!"
"37232","2014","X300425","#DIV/0!"
"37233","2015","X300425","#DIV/0!"
"37234","1995","X300426",""
"37235","1996","X300426",""
"37236","1997","X300426",""
"37237","1998","X300426",""
"37238","1999","X300426",""
"37239","2000","X300426","#DIV/0!"
"37240","2001","X300426","#DIV/0!"
"37241","2002","X300426","#DIV/0!"
"37242","2003","X300426","#DIV/0!"
"37243","2004","X300426","#DIV/0!"
"37244","2005","X300426","#DIV/0!"
"37245","2006","X300426","#DIV/0!"
"37246","2007","X300426","#DIV/0!"
"37247","2008","X300426","#DIV/0!"
"37248","2009","X300426","#DIV/0!"
"37249","2010","X300426","#DIV/0!"
"37250","2011","X300426","#DIV/0!"
"37251","2012","X300426","#DIV/0!"
"37252","2013","X300426","#DIV/0!"
"37253","2014","X300426","#DIV/0!"
"37254","2015","X300426","#DIV/0!"
"37255","1995","X300427",""
"37256","1996","X300427",""
"37257","1997","X300427",""
"37258","1998","X300427",""
"37259","1999","X300427",""
"37260","2000","X300427","#DIV/0!"
"37261","2001","X300427","#DIV/0!"
"37262","2002","X300427","#DIV/0!"
"37263","2003","X300427","#DIV/0!"
"37264","2004","X300427","#DIV/0!"
"37265","2005","X300427","#DIV/0!"
"37266","2006","X300427","#DIV/0!"
"37267","2007","X300427","#DIV/0!"
"37268","2008","X300427","#DIV/0!"
"37269","2009","X300427","#DIV/0!"
"37270","2010","X300427","#DIV/0!"
"37271","2011","X300427","#DIV/0!"
"37272","2012","X300427","#DIV/0!"
"37273","2013","X300427","#DIV/0!"
"37274","2014","X300427","#DIV/0!"
"37275","2015","X300427","#DIV/0!"
"37276","1995","X300428",""
"37277","1996","X300428",""
"37278","1997","X300428",""
"37279","1998","X300428",""
"37280","1999","X300428",""
"37281","2000","X300428","#DIV/0!"
"37282","2001","X300428","#DIV/0!"
"37283","2002","X300428","#DIV/0!"
"37284","2003","X300428","#DIV/0!"
"37285","2004","X300428","#DIV/0!"
"37286","2005","X300428","#DIV/0!"
"37287","2006","X300428","#DIV/0!"
"37288","2007","X300428","#DIV/0!"
"37289","2008","X300428","#DIV/0!"
"37290","2009","X300428","#DIV/0!"
"37291","2010","X300428","#DIV/0!"
"37292","2011","X300428","#DIV/0!"
"37293","2012","X300428","#DIV/0!"
"37294","2013","X300428","#DIV/0!"
"37295","2014","X300428","#DIV/0!"
"37296","2015","X300428","#DIV/0!"
"37297","1995","X300429",""
"37298","1996","X300429",""
"37299","1997","X300429",""
"37300","1998","X300429",""
"37301","1999","X300429",""
"37302","2000","X300429","#DIV/0!"
"37303","2001","X300429","#DIV/0!"
"37304","2002","X300429","#DIV/0!"
"37305","2003","X300429","#DIV/0!"
"37306","2004","X300429","#DIV/0!"
"37307","2005","X300429","#DIV/0!"
"37308","2006","X300429","#DIV/0!"
"37309","2007","X300429","#DIV/0!"
"37310","2008","X300429","#DIV/0!"
"37311","2009","X300429","#DIV/0!"
"37312","2010","X300429","#DIV/0!"
"37313","2011","X300429","#DIV/0!"
"37314","2012","X300429","#DIV/0!"
"37315","2013","X300429","#DIV/0!"
"37316","2014","X300429","#DIV/0!"
"37317","2015","X300429","#DIV/0!"
"37318","1995","X300430",""
"37319","1996","X300430",""
"37320","1997","X300430",""
"37321","1998","X300430",""
"37322","1999","X300430",""
"37323","2000","X300430","#DIV/0!"
"37324","2001","X300430","#DIV/0!"
"37325","2002","X300430","#DIV/0!"
"37326","2003","X300430","#DIV/0!"
"37327","2004","X300430","#DIV/0!"
"37328","2005","X300430","#DIV/0!"
"37329","2006","X300430","#DIV/0!"
"37330","2007","X300430","#DIV/0!"
"37331","2008","X300430","#DIV/0!"
"37332","2009","X300430","#DIV/0!"
"37333","2010","X300430","#DIV/0!"
"37334","2011","X300430","#DIV/0!"
"37335","2012","X300430","#DIV/0!"
"37336","2013","X300430","#DIV/0!"
"37337","2014","X300430","#DIV/0!"
"37338","2015","X300430","#DIV/0!"
"37339","1995","X300431",""
"37340","1996","X300431",""
"37341","1997","X300431",""
"37342","1998","X300431",""
"37343","1999","X300431",""
"37344","2000","X300431","#DIV/0!"
"37345","2001","X300431","#DIV/0!"
"37346","2002","X300431","#DIV/0!"
"37347","2003","X300431","#DIV/0!"
"37348","2004","X300431","#DIV/0!"
"37349","2005","X300431","#DIV/0!"
"37350","2006","X300431","#DIV/0!"
"37351","2007","X300431","#DIV/0!"
"37352","2008","X300431","#DIV/0!"
"37353","2009","X300431","#DIV/0!"
"37354","2010","X300431","#DIV/0!"
"37355","2011","X300431","#DIV/0!"
"37356","2012","X300431","#DIV/0!"
"37357","2013","X300431","#DIV/0!"
"37358","2014","X300431","#DIV/0!"
"37359","2015","X300431","#DIV/0!"
"37360","1995","X300432",""
"37361","1996","X300432",""
"37362","1997","X300432",""
"37363","1998","X300432",""
"37364","1999","X300432",""
"37365","2000","X300432","#DIV/0!"
"37366","2001","X300432","#DIV/0!"
"37367","2002","X300432","#DIV/0!"
"37368","2003","X300432","#DIV/0!"
"37369","2004","X300432","#DIV/0!"
"37370","2005","X300432","#DIV/0!"
"37371","2006","X300432","#DIV/0!"
"37372","2007","X300432","#DIV/0!"
"37373","2008","X300432","#DIV/0!"
"37374","2009","X300432","#DIV/0!"
"37375","2010","X300432","#DIV/0!"
"37376","2011","X300432","#DIV/0!"
"37377","2012","X300432","#DIV/0!"
"37378","2013","X300432","#DIV/0!"
"37379","2014","X300432","#DIV/0!"
"37380","2015","X300432","#DIV/0!"
"37381","1995","X300433",""
"37382","1996","X300433",""
"37383","1997","X300433",""
"37384","1998","X300433",""
"37385","1999","X300433",""
"37386","2000","X300433","#DIV/0!"
"37387","2001","X300433","#DIV/0!"
"37388","2002","X300433","#DIV/0!"
"37389","2003","X300433","#DIV/0!"
"37390","2004","X300433","#DIV/0!"
"37391","2005","X300433","#DIV/0!"
"37392","2006","X300433","#DIV/0!"
"37393","2007","X300433","#DIV/0!"
"37394","2008","X300433","#DIV/0!"
"37395","2009","X300433","#DIV/0!"
"37396","2010","X300433","#DIV/0!"
"37397","2011","X300433","#DIV/0!"
"37398","2012","X300433","#DIV/0!"
"37399","2013","X300433","#DIV/0!"
"37400","2014","X300433","#DIV/0!"
"37401","2015","X300433","#DIV/0!"
"37402","1995","X300434",""
"37403","1996","X300434",""
"37404","1997","X300434",""
"37405","1998","X300434",""
"37406","1999","X300434",""
"37407","2000","X300434","#DIV/0!"
"37408","2001","X300434","#DIV/0!"
"37409","2002","X300434","#DIV/0!"
"37410","2003","X300434","#DIV/0!"
"37411","2004","X300434","#DIV/0!"
"37412","2005","X300434","#DIV/0!"
"37413","2006","X300434","#DIV/0!"
"37414","2007","X300434","#DIV/0!"
"37415","2008","X300434","#DIV/0!"
"37416","2009","X300434","#DIV/0!"
"37417","2010","X300434","#DIV/0!"
"37418","2011","X300434","#DIV/0!"
"37419","2012","X300434","#DIV/0!"
"37420","2013","X300434","#DIV/0!"
"37421","2014","X300434","#DIV/0!"
"37422","2015","X300434","#DIV/0!"
"37423","1995","X300435",""
"37424","1996","X300435",""
"37425","1997","X300435",""
"37426","1998","X300435",""
"37427","1999","X300435",""
"37428","2000","X300435","#DIV/0!"
"37429","2001","X300435","#DIV/0!"
"37430","2002","X300435","#DIV/0!"
"37431","2003","X300435","#DIV/0!"
"37432","2004","X300435","#DIV/0!"
"37433","2005","X300435","#DIV/0!"
"37434","2006","X300435","#DIV/0!"
"37435","2007","X300435","#DIV/0!"
"37436","2008","X300435","#DIV/0!"
"37437","2009","X300435","#DIV/0!"
"37438","2010","X300435","#DIV/0!"
"37439","2011","X300435","#DIV/0!"
"37440","2012","X300435","#DIV/0!"
"37441","2013","X300435","#DIV/0!"
"37442","2014","X300435","#DIV/0!"
"37443","2015","X300435","#DIV/0!"
"37444","1995","X300436",""
"37445","1996","X300436",""
"37446","1997","X300436",""
"37447","1998","X300436",""
"37448","1999","X300436",""
"37449","2000","X300436","#DIV/0!"
"37450","2001","X300436","#DIV/0!"
"37451","2002","X300436","#DIV/0!"
"37452","2003","X300436","#DIV/0!"
"37453","2004","X300436","#DIV/0!"
"37454","2005","X300436","#DIV/0!"
"37455","2006","X300436","#DIV/0!"
"37456","2007","X300436","#DIV/0!"
"37457","2008","X300436","#DIV/0!"
"37458","2009","X300436","#DIV/0!"
"37459","2010","X300436","#DIV/0!"
"37460","2011","X300436","#DIV/0!"
"37461","2012","X300436","#DIV/0!"
"37462","2013","X300436","#DIV/0!"
"37463","2014","X300436","#DIV/0!"
"37464","2015","X300436","#DIV/0!"
"37465","1995","X300437",""
"37466","1996","X300437",""
"37467","1997","X300437",""
"37468","1998","X300437",""
"37469","1999","X300437",""
"37470","2000","X300437","#DIV/0!"
"37471","2001","X300437","#DIV/0!"
"37472","2002","X300437","#DIV/0!"
"37473","2003","X300437","#DIV/0!"
"37474","2004","X300437","#DIV/0!"
"37475","2005","X300437","#DIV/0!"
"37476","2006","X300437","#DIV/0!"
"37477","2007","X300437","#DIV/0!"
"37478","2008","X300437","#DIV/0!"
"37479","2009","X300437","#DIV/0!"
"37480","2010","X300437","#DIV/0!"
"37481","2011","X300437","#DIV/0!"
"37482","2012","X300437","#DIV/0!"
"37483","2013","X300437","#DIV/0!"
"37484","2014","X300437","#DIV/0!"
"37485","2015","X300437","#DIV/0!"
"37486","1995","X300438",""
"37487","1996","X300438",""
"37488","1997","X300438",""
"37489","1998","X300438",""
"37490","1999","X300438",""
"37491","2000","X300438","#DIV/0!"
"37492","2001","X300438","#DIV/0!"
"37493","2002","X300438","#DIV/0!"
"37494","2003","X300438","#DIV/0!"
"37495","2004","X300438","#DIV/0!"
"37496","2005","X300438","#DIV/0!"
"37497","2006","X300438","#DIV/0!"
"37498","2007","X300438","#DIV/0!"
"37499","2008","X300438","#DIV/0!"
"37500","2009","X300438","#DIV/0!"
"37501","2010","X300438","#DIV/0!"
"37502","2011","X300438","#DIV/0!"
"37503","2012","X300438","#DIV/0!"
"37504","2013","X300438","#DIV/0!"
"37505","2014","X300438","#DIV/0!"
"37506","2015","X300438","#DIV/0!"
"37507","1995","X300439",""
"37508","1996","X300439",""
"37509","1997","X300439",""
"37510","1998","X300439",""
"37511","1999","X300439",""
"37512","2000","X300439","#DIV/0!"
"37513","2001","X300439","#DIV/0!"
"37514","2002","X300439","#DIV/0!"
"37515","2003","X300439","#DIV/0!"
"37516","2004","X300439","#DIV/0!"
"37517","2005","X300439","#DIV/0!"
"37518","2006","X300439","#DIV/0!"
"37519","2007","X300439","#DIV/0!"
"37520","2008","X300439","#DIV/0!"
"37521","2009","X300439","#DIV/0!"
"37522","2010","X300439","#DIV/0!"
"37523","2011","X300439","#DIV/0!"
"37524","2012","X300439","#DIV/0!"
"37525","2013","X300439","#DIV/0!"
"37526","2014","X300439","#DIV/0!"
"37527","2015","X300439","#DIV/0!"
"37528","1995","X300440",""
"37529","1996","X300440",""
"37530","1997","X300440",""
"37531","1998","X300440",""
"37532","1999","X300440",""
"37533","2000","X300440","#DIV/0!"
"37534","2001","X300440","#DIV/0!"
"37535","2002","X300440","#DIV/0!"
"37536","2003","X300440","#DIV/0!"
"37537","2004","X300440","#DIV/0!"
"37538","2005","X300440","#DIV/0!"
"37539","2006","X300440","#DIV/0!"
"37540","2007","X300440","#DIV/0!"
"37541","2008","X300440","#DIV/0!"
"37542","2009","X300440","#DIV/0!"
"37543","2010","X300440","#DIV/0!"
"37544","2011","X300440","#DIV/0!"
"37545","2012","X300440","#DIV/0!"
"37546","2013","X300440","#DIV/0!"
"37547","2014","X300440","#DIV/0!"
"37548","2015","X300440","#DIV/0!"
"37549","1995","X300441",""
"37550","1996","X300441",""
"37551","1997","X300441",""
"37552","1998","X300441",""
"37553","1999","X300441",""
"37554","2000","X300441","#DIV/0!"
"37555","2001","X300441","#DIV/0!"
"37556","2002","X300441","#DIV/0!"
"37557","2003","X300441","#DIV/0!"
"37558","2004","X300441","#DIV/0!"
"37559","2005","X300441","#DIV/0!"
"37560","2006","X300441","#DIV/0!"
"37561","2007","X300441","#DIV/0!"
"37562","2008","X300441","#DIV/0!"
"37563","2009","X300441","#DIV/0!"
"37564","2010","X300441","#DIV/0!"
"37565","2011","X300441","#DIV/0!"
"37566","2012","X300441","#DIV/0!"
"37567","2013","X300441","#DIV/0!"
"37568","2014","X300441","#DIV/0!"
"37569","2015","X300441","#DIV/0!"
"37570","1995","X300442",""
"37571","1996","X300442",""
"37572","1997","X300442",""
"37573","1998","X300442",""
"37574","1999","X300442",""
"37575","2000","X300442","#DIV/0!"
"37576","2001","X300442","#DIV/0!"
"37577","2002","X300442","#DIV/0!"
"37578","2003","X300442","#DIV/0!"
"37579","2004","X300442","#DIV/0!"
"37580","2005","X300442","#DIV/0!"
"37581","2006","X300442","#DIV/0!"
"37582","2007","X300442","#DIV/0!"
"37583","2008","X300442","#DIV/0!"
"37584","2009","X300442","#DIV/0!"
"37585","2010","X300442","#DIV/0!"
"37586","2011","X300442","#DIV/0!"
"37587","2012","X300442","#DIV/0!"
"37588","2013","X300442","#DIV/0!"
"37589","2014","X300442","#DIV/0!"
"37590","2015","X300442","#DIV/0!"
"37591","1995","X300443",""
"37592","1996","X300443",""
"37593","1997","X300443",""
"37594","1998","X300443",""
"37595","1999","X300443",""
"37596","2000","X300443","#DIV/0!"
"37597","2001","X300443","#DIV/0!"
"37598","2002","X300443","#DIV/0!"
"37599","2003","X300443","#DIV/0!"
"37600","2004","X300443","#DIV/0!"
"37601","2005","X300443","#DIV/0!"
"37602","2006","X300443","#DIV/0!"
"37603","2007","X300443","#DIV/0!"
"37604","2008","X300443","#DIV/0!"
"37605","2009","X300443","#DIV/0!"
"37606","2010","X300443","#DIV/0!"
"37607","2011","X300443","#DIV/0!"
"37608","2012","X300443","#DIV/0!"
"37609","2013","X300443","#DIV/0!"
"37610","2014","X300443","#DIV/0!"
"37611","2015","X300443","#DIV/0!"
"37612","1995","X300444",""
"37613","1996","X300444",""
"37614","1997","X300444",""
"37615","1998","X300444",""
"37616","1999","X300444",""
"37617","2000","X300444","#DIV/0!"
"37618","2001","X300444","#DIV/0!"
"37619","2002","X300444","#DIV/0!"
"37620","2003","X300444","#DIV/0!"
"37621","2004","X300444","#DIV/0!"
"37622","2005","X300444","#DIV/0!"
"37623","2006","X300444","#DIV/0!"
"37624","2007","X300444","#DIV/0!"
"37625","2008","X300444","#DIV/0!"
"37626","2009","X300444","#DIV/0!"
"37627","2010","X300444","#DIV/0!"
"37628","2011","X300444","#DIV/0!"
"37629","2012","X300444","#DIV/0!"
"37630","2013","X300444","#DIV/0!"
"37631","2014","X300444","#DIV/0!"
"37632","2015","X300444","#DIV/0!"
"37633","1995","X300445",""
"37634","1996","X300445",""
"37635","1997","X300445",""
"37636","1998","X300445",""
"37637","1999","X300445",""
"37638","2000","X300445","#DIV/0!"
"37639","2001","X300445","#DIV/0!"
"37640","2002","X300445","#DIV/0!"
"37641","2003","X300445","#DIV/0!"
"37642","2004","X300445","#DIV/0!"
"37643","2005","X300445","#DIV/0!"
"37644","2006","X300445","#DIV/0!"
"37645","2007","X300445","#DIV/0!"
"37646","2008","X300445","#DIV/0!"
"37647","2009","X300445","#DIV/0!"
"37648","2010","X300445","#DIV/0!"
"37649","2011","X300445","#DIV/0!"
"37650","2012","X300445","#DIV/0!"
"37651","2013","X300445","#DIV/0!"
"37652","2014","X300445","#DIV/0!"
"37653","2015","X300445","#DIV/0!"
"37654","1995","X300446",""
"37655","1996","X300446",""
"37656","1997","X300446",""
"37657","1998","X300446",""
"37658","1999","X300446",""
"37659","2000","X300446","#DIV/0!"
"37660","2001","X300446","#DIV/0!"
"37661","2002","X300446","#DIV/0!"
"37662","2003","X300446","#DIV/0!"
"37663","2004","X300446","#DIV/0!"
