"","LN.5years.","Code","Values"
"36352","1995","X300384",""
"36353","1996","X300384",""
"36354","1997","X300384",""
"36355","1998","X300384",""
"36356","1999","X300384",""
"36357","2000","X300384","#DIV/0!"
"36358","2001","X300384","#DIV/0!"
"36359","2002","X300384","#DIV/0!"
"36360","2003","X300384","#DIV/0!"
"36361","2004","X300384","#DIV/0!"
"36362","2005","X300384","#DIV/0!"
"36363","2006","X300384","#DIV/0!"
"36364","2007","X300384","#DIV/0!"
"36365","2008","X300384","#DIV/0!"
"36366","2009","X300384","#DIV/0!"
"36367","2010","X300384","#DIV/0!"
"36368","2011","X300384","#DIV/0!"
"36369","2012","X300384","#DIV/0!"
"36370","2013","X300384","#DIV/0!"
"36371","2014","X300384","#DIV/0!"
"36372","2015","X300384","#DIV/0!"
"36373","1995","X300385",""
"36374","1996","X300385",""
"36375","1997","X300385",""
"36376","1998","X300385",""
"36377","1999","X300385",""
"36378","2000","X300385","#DIV/0!"
"36379","2001","X300385","#DIV/0!"
"36380","2002","X300385","#DIV/0!"
"36381","2003","X300385","#DIV/0!"
"36382","2004","X300385","#DIV/0!"
"36383","2005","X300385","#DIV/0!"
"36384","2006","X300385","#DIV/0!"
"36385","2007","X300385","#DIV/0!"
"36386","2008","X300385","#DIV/0!"
"36387","2009","X300385","#DIV/0!"
"36388","2010","X300385","#DIV/0!"
"36389","2011","X300385","#DIV/0!"
"36390","2012","X300385","#DIV/0!"
"36391","2013","X300385","#DIV/0!"
"36392","2014","X300385","#DIV/0!"
"36393","2015","X300385","#DIV/0!"
"36394","1995","X300386",""
"36395","1996","X300386",""
"36396","1997","X300386",""
"36397","1998","X300386",""
"36398","1999","X300386",""
"36399","2000","X300386","#DIV/0!"
"36400","2001","X300386","#DIV/0!"
"36401","2002","X300386","#DIV/0!"
"36402","2003","X300386","#DIV/0!"
"36403","2004","X300386","#DIV/0!"
"36404","2005","X300386","#DIV/0!"
"36405","2006","X300386","#DIV/0!"
"36406","2007","X300386","#DIV/0!"
"36407","2008","X300386","#DIV/0!"
"36408","2009","X300386","#DIV/0!"
"36409","2010","X300386","#DIV/0!"
"36410","2011","X300386","#DIV/0!"
"36411","2012","X300386","#DIV/0!"
"36412","2013","X300386","#DIV/0!"
"36413","2014","X300386","#DIV/0!"
"36414","2015","X300386","#DIV/0!"
"36415","1995","X300387",""
"36416","1996","X300387",""
"36417","1997","X300387",""
"36418","1998","X300387",""
"36419","1999","X300387",""
"36420","2000","X300387","#DIV/0!"
"36421","2001","X300387","#DIV/0!"
"36422","2002","X300387","#DIV/0!"
"36423","2003","X300387","#DIV/0!"
"36424","2004","X300387","#DIV/0!"
"36425","2005","X300387","#DIV/0!"
"36426","2006","X300387","#DIV/0!"
"36427","2007","X300387","#DIV/0!"
"36428","2008","X300387","#DIV/0!"
"36429","2009","X300387","#DIV/0!"
"36430","2010","X300387","#DIV/0!"
"36431","2011","X300387","#DIV/0!"
"36432","2012","X300387","#DIV/0!"
"36433","2013","X300387","#DIV/0!"
"36434","2014","X300387","#DIV/0!"
"36435","2015","X300387","#DIV/0!"
"36436","1995","X300388",""
"36437","1996","X300388",""
"36438","1997","X300388",""
"36439","1998","X300388",""
"36440","1999","X300388",""
"36441","2000","X300388","#DIV/0!"
"36442","2001","X300388","#DIV/0!"
"36443","2002","X300388","#DIV/0!"
"36444","2003","X300388","#DIV/0!"
"36445","2004","X300388","#DIV/0!"
"36446","2005","X300388","#DIV/0!"
"36447","2006","X300388","#DIV/0!"
"36448","2007","X300388","#DIV/0!"
"36449","2008","X300388","#DIV/0!"
"36450","2009","X300388","#DIV/0!"
"36451","2010","X300388","#DIV/0!"
"36452","2011","X300388","#DIV/0!"
"36453","2012","X300388","#DIV/0!"
"36454","2013","X300388","#DIV/0!"
"36455","2014","X300388","#DIV/0!"
"36456","2015","X300388","#DIV/0!"
"36457","1995","X300389",""
"36458","1996","X300389",""
"36459","1997","X300389",""
"36460","1998","X300389",""
"36461","1999","X300389",""
"36462","2000","X300389","#DIV/0!"
"36463","2001","X300389","#DIV/0!"
"36464","2002","X300389","#DIV/0!"
"36465","2003","X300389","#DIV/0!"
"36466","2004","X300389","#DIV/0!"
"36467","2005","X300389","#DIV/0!"
"36468","2006","X300389","#DIV/0!"
"36469","2007","X300389","#DIV/0!"
"36470","2008","X300389","#DIV/0!"
"36471","2009","X300389","#DIV/0!"
"36472","2010","X300389","#DIV/0!"
"36473","2011","X300389","#DIV/0!"
"36474","2012","X300389","#DIV/0!"
"36475","2013","X300389","#DIV/0!"
"36476","2014","X300389","#DIV/0!"
"36477","2015","X300389","#DIV/0!"
"36478","1995","X300390",""
"36479","1996","X300390",""
"36480","1997","X300390",""
"36481","1998","X300390",""
"36482","1999","X300390",""
"36483","2000","X300390","#DIV/0!"
"36484","2001","X300390","#DIV/0!"
"36485","2002","X300390","#DIV/0!"
"36486","2003","X300390","#DIV/0!"
"36487","2004","X300390","#DIV/0!"
"36488","2005","X300390","#DIV/0!"
"36489","2006","X300390","#DIV/0!"
"36490","2007","X300390","#DIV/0!"
"36491","2008","X300390","#DIV/0!"
"36492","2009","X300390","#DIV/0!"
"36493","2010","X300390","#DIV/0!"
"36494","2011","X300390","#DIV/0!"
"36495","2012","X300390","#DIV/0!"
"36496","2013","X300390","#DIV/0!"
"36497","2014","X300390","#DIV/0!"
"36498","2015","X300390","#DIV/0!"
"36499","1995","X300391",""
"36500","1996","X300391",""
"36501","1997","X300391",""
"36502","1998","X300391",""
"36503","1999","X300391",""
"36504","2000","X300391","#DIV/0!"
"36505","2001","X300391","#DIV/0!"
"36506","2002","X300391","#DIV/0!"
"36507","2003","X300391","#DIV/0!"
"36508","2004","X300391","#DIV/0!"
"36509","2005","X300391","#DIV/0!"
"36510","2006","X300391","#DIV/0!"
"36511","2007","X300391","#DIV/0!"
"36512","2008","X300391","#DIV/0!"
"36513","2009","X300391","#DIV/0!"
"36514","2010","X300391","#DIV/0!"
"36515","2011","X300391","#DIV/0!"
"36516","2012","X300391","#DIV/0!"
"36517","2013","X300391","#DIV/0!"
"36518","2014","X300391","#DIV/0!"
"36519","2015","X300391","#DIV/0!"
"36520","1995","X300392",""
"36521","1996","X300392",""
"36522","1997","X300392",""
"36523","1998","X300392",""
"36524","1999","X300392",""
"36525","2000","X300392","#DIV/0!"
"36526","2001","X300392","#DIV/0!"
"36527","2002","X300392","#DIV/0!"
"36528","2003","X300392","#DIV/0!"
"36529","2004","X300392","#DIV/0!"
"36530","2005","X300392","#DIV/0!"
"36531","2006","X300392","#DIV/0!"
"36532","2007","X300392","#DIV/0!"
"36533","2008","X300392","#DIV/0!"
"36534","2009","X300392","#DIV/0!"
"36535","2010","X300392","#DIV/0!"
"36536","2011","X300392","#DIV/0!"
"36537","2012","X300392","#DIV/0!"
"36538","2013","X300392","#DIV/0!"
"36539","2014","X300392","#DIV/0!"
"36540","2015","X300392","#DIV/0!"
"36541","1995","X300393",""
"36542","1996","X300393",""
"36543","1997","X300393",""
"36544","1998","X300393",""
"36545","1999","X300393",""
"36546","2000","X300393","#DIV/0!"
"36547","2001","X300393","#DIV/0!"
"36548","2002","X300393","#DIV/0!"
"36549","2003","X300393","#DIV/0!"
"36550","2004","X300393","#DIV/0!"
"36551","2005","X300393","#DIV/0!"
"36552","2006","X300393","#DIV/0!"
"36553","2007","X300393","#DIV/0!"
"36554","2008","X300393","#DIV/0!"
"36555","2009","X300393","#DIV/0!"
"36556","2010","X300393","#DIV/0!"
"36557","2011","X300393","#DIV/0!"
"36558","2012","X300393","#DIV/0!"
"36559","2013","X300393","#DIV/0!"
"36560","2014","X300393","#DIV/0!"
"36561","2015","X300393","#DIV/0!"
"36562","1995","X300394",""
"36563","1996","X300394",""
"36564","1997","X300394",""
"36565","1998","X300394",""
"36566","1999","X300394",""
"36567","2000","X300394","#DIV/0!"
"36568","2001","X300394","#DIV/0!"
"36569","2002","X300394","#DIV/0!"
"36570","2003","X300394","#DIV/0!"
"36571","2004","X300394","#DIV/0!"
"36572","2005","X300394","#DIV/0!"
"36573","2006","X300394","#DIV/0!"
"36574","2007","X300394","#DIV/0!"
"36575","2008","X300394","#DIV/0!"
"36576","2009","X300394","#DIV/0!"
"36577","2010","X300394","#DIV/0!"
"36578","2011","X300394","#DIV/0!"
"36579","2012","X300394","#DIV/0!"
"36580","2013","X300394","#DIV/0!"
"36581","2014","X300394","#DIV/0!"
"36582","2015","X300394","#DIV/0!"
"36583","1995","X300395",""
"36584","1996","X300395",""
"36585","1997","X300395",""
"36586","1998","X300395",""
"36587","1999","X300395",""
"36588","2000","X300395","#DIV/0!"
"36589","2001","X300395","#DIV/0!"
"36590","2002","X300395","#DIV/0!"
"36591","2003","X300395","#DIV/0!"
"36592","2004","X300395","#DIV/0!"
"36593","2005","X300395","#DIV/0!"
"36594","2006","X300395","#DIV/0!"
"36595","2007","X300395","#DIV/0!"
"36596","2008","X300395","#DIV/0!"
"36597","2009","X300395","#DIV/0!"
"36598","2010","X300395","#DIV/0!"
"36599","2011","X300395","#DIV/0!"
"36600","2012","X300395","#DIV/0!"
"36601","2013","X300395","#DIV/0!"
"36602","2014","X300395","#DIV/0!"
"36603","2015","X300395","#DIV/0!"
"36604","1995","X300396",""
"36605","1996","X300396",""
"36606","1997","X300396",""
"36607","1998","X300396",""
"36608","1999","X300396",""
"36609","2000","X300396","#DIV/0!"
"36610","2001","X300396","#DIV/0!"
"36611","2002","X300396","#DIV/0!"
"36612","2003","X300396","#DIV/0!"
"36613","2004","X300396","#DIV/0!"
"36614","2005","X300396","#DIV/0!"
"36615","2006","X300396","#DIV/0!"
"36616","2007","X300396","#DIV/0!"
"36617","2008","X300396","#DIV/0!"
"36618","2009","X300396","#DIV/0!"
"36619","2010","X300396","#DIV/0!"
"36620","2011","X300396","#DIV/0!"
"36621","2012","X300396","#DIV/0!"
"36622","2013","X300396","#DIV/0!"
"36623","2014","X300396","#DIV/0!"
"36624","2015","X300396","#DIV/0!"
"36625","1995","X300397",""
"36626","1996","X300397",""
"36627","1997","X300397",""
"36628","1998","X300397",""
"36629","1999","X300397",""
"36630","2000","X300397","#DIV/0!"
"36631","2001","X300397","#DIV/0!"
"36632","2002","X300397","#DIV/0!"
"36633","2003","X300397","#DIV/0!"
"36634","2004","X300397","#DIV/0!"
"36635","2005","X300397","#DIV/0!"
"36636","2006","X300397","#DIV/0!"
"36637","2007","X300397","#DIV/0!"
"36638","2008","X300397","#DIV/0!"
"36639","2009","X300397","#DIV/0!"
"36640","2010","X300397","#DIV/0!"
"36641","2011","X300397","#DIV/0!"
"36642","2012","X300397","#DIV/0!"
"36643","2013","X300397","#DIV/0!"
"36644","2014","X300397","#DIV/0!"
"36645","2015","X300397","#DIV/0!"
"36646","1995","X300398",""
"36647","1996","X300398",""
"36648","1997","X300398",""
"36649","1998","X300398",""
"36650","1999","X300398",""
"36651","2000","X300398","#DIV/0!"
"36652","2001","X300398","#DIV/0!"
"36653","2002","X300398","#DIV/0!"
"36654","2003","X300398","#DIV/0!"
"36655","2004","X300398","#DIV/0!"
"36656","2005","X300398","#DIV/0!"
"36657","2006","X300398","#DIV/0!"
"36658","2007","X300398","#DIV/0!"
"36659","2008","X300398","#DIV/0!"
"36660","2009","X300398","#DIV/0!"
"36661","2010","X300398","#DIV/0!"
"36662","2011","X300398","#DIV/0!"
"36663","2012","X300398","#DIV/0!"
"36664","2013","X300398","#DIV/0!"
"36665","2014","X300398","#DIV/0!"
"36666","2015","X300398","#DIV/0!"
"36667","1995","X300399",""
"36668","1996","X300399",""
"36669","1997","X300399",""
"36670","1998","X300399",""
"36671","1999","X300399",""
"36672","2000","X300399","#DIV/0!"
"36673","2001","X300399","#DIV/0!"
"36674","2002","X300399","#DIV/0!"
"36675","2003","X300399","#DIV/0!"
"36676","2004","X300399","#DIV/0!"
"36677","2005","X300399","#DIV/0!"
"36678","2006","X300399","#DIV/0!"
"36679","2007","X300399","#DIV/0!"
"36680","2008","X300399","#DIV/0!"
"36681","2009","X300399","#DIV/0!"
"36682","2010","X300399","#DIV/0!"
"36683","2011","X300399","#DIV/0!"
"36684","2012","X300399","#DIV/0!"
"36685","2013","X300399","#DIV/0!"
"36686","2014","X300399","#DIV/0!"
"36687","2015","X300399","#DIV/0!"
"36688","1995","X300400",""
"36689","1996","X300400",""
"36690","1997","X300400",""
"36691","1998","X300400",""
"36692","1999","X300400",""
"36693","2000","X300400","#DIV/0!"
"36694","2001","X300400","#DIV/0!"
"36695","2002","X300400","#DIV/0!"
"36696","2003","X300400","#DIV/0!"
"36697","2004","X300400","#DIV/0!"
"36698","2005","X300400","#DIV/0!"
"36699","2006","X300400","#DIV/0!"
"36700","2007","X300400","#DIV/0!"
"36701","2008","X300400","#DIV/0!"
"36702","2009","X300400","#DIV/0!"
"36703","2010","X300400","#DIV/0!"
"36704","2011","X300400","#DIV/0!"
"36705","2012","X300400","#DIV/0!"
"36706","2013","X300400","#DIV/0!"
"36707","2014","X300400","#DIV/0!"
"36708","2015","X300400","#DIV/0!"
"36709","1995","X300401",""
"36710","1996","X300401",""
"36711","1997","X300401",""
"36712","1998","X300401",""
"36713","1999","X300401",""
"36714","2000","X300401","#DIV/0!"
"36715","2001","X300401","#DIV/0!"
"36716","2002","X300401","#DIV/0!"
"36717","2003","X300401","#DIV/0!"
"36718","2004","X300401","#DIV/0!"
"36719","2005","X300401","#DIV/0!"
"36720","2006","X300401","#DIV/0!"
"36721","2007","X300401","#DIV/0!"
"36722","2008","X300401","#DIV/0!"
"36723","2009","X300401","#DIV/0!"
"36724","2010","X300401","#DIV/0!"
"36725","2011","X300401","#DIV/0!"
"36726","2012","X300401","#DIV/0!"
"36727","2013","X300401","#DIV/0!"
"36728","2014","X300401","#DIV/0!"
"36729","2015","X300401","#DIV/0!"
"36730","1995","X300402",""
"36731","1996","X300402",""
"36732","1997","X300402",""
"36733","1998","X300402",""
"36734","1999","X300402",""
"36735","2000","X300402","#DIV/0!"
"36736","2001","X300402","#DIV/0!"
"36737","2002","X300402","#DIV/0!"
"36738","2003","X300402","#DIV/0!"
"36739","2004","X300402","#DIV/0!"
"36740","2005","X300402","#DIV/0!"
"36741","2006","X300402","#DIV/0!"
"36742","2007","X300402","#DIV/0!"
"36743","2008","X300402","#DIV/0!"
"36744","2009","X300402","#DIV/0!"
"36745","2010","X300402","#DIV/0!"
"36746","2011","X300402","#DIV/0!"
"36747","2012","X300402","#DIV/0!"
"36748","2013","X300402","#DIV/0!"
"36749","2014","X300402","#DIV/0!"
"36750","2015","X300402","#DIV/0!"
"36751","1995","X300403",""
"36752","1996","X300403",""
"36753","1997","X300403",""
"36754","1998","X300403",""
"36755","1999","X300403",""
"36756","2000","X300403","#DIV/0!"
"36757","2001","X300403","#DIV/0!"
"36758","2002","X300403","#DIV/0!"
"36759","2003","X300403","#DIV/0!"
"36760","2004","X300403","#DIV/0!"
"36761","2005","X300403","#DIV/0!"
"36762","2006","X300403","#DIV/0!"
"36763","2007","X300403","#DIV/0!"
"36764","2008","X300403","#DIV/0!"
"36765","2009","X300403","#DIV/0!"
"36766","2010","X300403","#DIV/0!"
"36767","2011","X300403","#DIV/0!"
"36768","2012","X300403","#DIV/0!"
"36769","2013","X300403","#DIV/0!"
"36770","2014","X300403","#DIV/0!"
"36771","2015","X300403","#DIV/0!"
"36772","1995","X300404",""
"36773","1996","X300404",""
"36774","1997","X300404",""
"36775","1998","X300404",""
"36776","1999","X300404",""
"36777","2000","X300404","#DIV/0!"
"36778","2001","X300404","#DIV/0!"
"36779","2002","X300404","#DIV/0!"
"36780","2003","X300404","#DIV/0!"
"36781","2004","X300404","#DIV/0!"
"36782","2005","X300404","#DIV/0!"
"36783","2006","X300404","#DIV/0!"
"36784","2007","X300404","#DIV/0!"
"36785","2008","X300404","#DIV/0!"
"36786","2009","X300404","#DIV/0!"
"36787","2010","X300404","#DIV/0!"
"36788","2011","X300404","#DIV/0!"
"36789","2012","X300404","#DIV/0!"
"36790","2013","X300404","#DIV/0!"
"36791","2014","X300404","#DIV/0!"
"36792","2015","X300404","#DIV/0!"
"36793","1995","X300405",""
"36794","1996","X300405",""
"36795","1997","X300405",""
"36796","1998","X300405",""
"36797","1999","X300405",""
"36798","2000","X300405","#DIV/0!"
"36799","2001","X300405","#DIV/0!"
"36800","2002","X300405","#DIV/0!"
"36801","2003","X300405","#DIV/0!"
"36802","2004","X300405","#DIV/0!"
"36803","2005","X300405","#DIV/0!"
"36804","2006","X300405","#DIV/0!"
"36805","2007","X300405","#DIV/0!"
"36806","2008","X300405","#DIV/0!"
"36807","2009","X300405","#DIV/0!"
"36808","2010","X300405","#DIV/0!"
"36809","2011","X300405","#DIV/0!"
"36810","2012","X300405","#DIV/0!"
"36811","2013","X300405","#DIV/0!"
"36812","2014","X300405","#DIV/0!"
"36813","2015","X300405","#DIV/0!"
"36814","1995","X300406",""
"36815","1996","X300406",""
"36816","1997","X300406",""
"36817","1998","X300406",""
"36818","1999","X300406",""
"36819","2000","X300406","#DIV/0!"
"36820","2001","X300406","#DIV/0!"
"36821","2002","X300406","#DIV/0!"
"36822","2003","X300406","#DIV/0!"
"36823","2004","X300406","#DIV/0!"
"36824","2005","X300406","#DIV/0!"
"36825","2006","X300406","#DIV/0!"
"36826","2007","X300406","#DIV/0!"
"36827","2008","X300406","#DIV/0!"
"36828","2009","X300406","#DIV/0!"
"36829","2010","X300406","#DIV/0!"
"36830","2011","X300406","#DIV/0!"
"36831","2012","X300406","#DIV/0!"
"36832","2013","X300406","#DIV/0!"
"36833","2014","X300406","#DIV/0!"
"36834","2015","X300406","#DIV/0!"
"36835","1995","X300407",""
"36836","1996","X300407",""
"36837","1997","X300407",""
"36838","1998","X300407",""
"36839","1999","X300407",""
"36840","2000","X300407","#DIV/0!"
"36841","2001","X300407","#DIV/0!"
"36842","2002","X300407","#DIV/0!"
"36843","2003","X300407","#DIV/0!"
"36844","2004","X300407","#DIV/0!"
"36845","2005","X300407","#DIV/0!"
"36846","2006","X300407","#DIV/0!"
"36847","2007","X300407","#DIV/0!"
"36848","2008","X300407","#DIV/0!"
"36849","2009","X300407","#DIV/0!"
"36850","2010","X300407","#DIV/0!"
"36851","2011","X300407","#DIV/0!"
"36852","2012","X300407","#DIV/0!"
"36853","2013","X300407","#DIV/0!"
"36854","2014","X300407","#DIV/0!"
"36855","2015","X300407","#DIV/0!"
"36856","1995","X300408",""
"36857","1996","X300408",""
"36858","1997","X300408",""
"36859","1998","X300408",""
"36860","1999","X300408",""
"36861","2000","X300408","#DIV/0!"
"36862","2001","X300408","#DIV/0!"
"36863","2002","X300408","#DIV/0!"
"36864","2003","X300408","#DIV/0!"
"36865","2004","X300408","#DIV/0!"
"36866","2005","X300408","#DIV/0!"
"36867","2006","X300408","#DIV/0!"
"36868","2007","X300408","#DIV/0!"
"36869","2008","X300408","#DIV/0!"
"36870","2009","X300408","#DIV/0!"
"36871","2010","X300408","#DIV/0!"
"36872","2011","X300408","#DIV/0!"
"36873","2012","X300408","#DIV/0!"
"36874","2013","X300408","#DIV/0!"
"36875","2014","X300408","#DIV/0!"
"36876","2015","X300408","#DIV/0!"
"36877","1995","X300409",""
"36878","1996","X300409",""
"36879","1997","X300409",""
"36880","1998","X300409",""
"36881","1999","X300409",""
"36882","2000","X300409","#DIV/0!"
"36883","2001","X300409","#DIV/0!"
"36884","2002","X300409","#DIV/0!"
"36885","2003","X300409","#DIV/0!"
"36886","2004","X300409","#DIV/0!"
"36887","2005","X300409","#DIV/0!"
"36888","2006","X300409","#DIV/0!"
"36889","2007","X300409","#DIV/0!"
"36890","2008","X300409","#DIV/0!"
"36891","2009","X300409","#DIV/0!"
"36892","2010","X300409","#DIV/0!"
"36893","2011","X300409","#DIV/0!"
"36894","2012","X300409","#DIV/0!"
"36895","2013","X300409","#DIV/0!"
"36896","2014","X300409","#DIV/0!"
"36897","2015","X300409","#DIV/0!"
"36898","1995","X300410",""
"36899","1996","X300410",""
"36900","1997","X300410",""
"36901","1998","X300410",""
"36902","1999","X300410",""
"36903","2000","X300410","#DIV/0!"
"36904","2001","X300410","#DIV/0!"
"36905","2002","X300410","#DIV/0!"
"36906","2003","X300410","#DIV/0!"
"36907","2004","X300410","#DIV/0!"
"36908","2005","X300410","#DIV/0!"
"36909","2006","X300410","#DIV/0!"
"36910","2007","X300410","#DIV/0!"
"36911","2008","X300410","#DIV/0!"
"36912","2009","X300410","#DIV/0!"
"36913","2010","X300410","#DIV/0!"
"36914","2011","X300410","#DIV/0!"
"36915","2012","X300410","#DIV/0!"
"36916","2013","X300410","#DIV/0!"
"36917","2014","X300410","#DIV/0!"
"36918","2015","X300410","#DIV/0!"
"36919","1995","X300411",""
"36920","1996","X300411",""
"36921","1997","X300411",""
"36922","1998","X300411",""
"36923","1999","X300411",""
"36924","2000","X300411","#DIV/0!"
"36925","2001","X300411","#DIV/0!"
"36926","2002","X300411","#DIV/0!"
"36927","2003","X300411","#DIV/0!"
"36928","2004","X300411","#DIV/0!"
"36929","2005","X300411","#DIV/0!"
"36930","2006","X300411","#DIV/0!"
"36931","2007","X300411","#DIV/0!"
"36932","2008","X300411","#DIV/0!"
"36933","2009","X300411","#DIV/0!"
"36934","2010","X300411","#DIV/0!"
"36935","2011","X300411","#DIV/0!"
"36936","2012","X300411","#DIV/0!"
"36937","2013","X300411","#DIV/0!"
"36938","2014","X300411","#DIV/0!"
"36939","2015","X300411","#DIV/0!"
"36940","1995","X300412",""
"36941","1996","X300412",""
"36942","1997","X300412",""
"36943","1998","X300412",""
"36944","1999","X300412",""
"36945","2000","X300412","#DIV/0!"
"36946","2001","X300412","#DIV/0!"
"36947","2002","X300412","#DIV/0!"
"36948","2003","X300412","#DIV/0!"
"36949","2004","X300412","#DIV/0!"
"36950","2005","X300412","#DIV/0!"
"36951","2006","X300412","#DIV/0!"
"36952","2007","X300412","#DIV/0!"
"36953","2008","X300412","#DIV/0!"
"36954","2009","X300412","#DIV/0!"
"36955","2010","X300412","#DIV/0!"
"36956","2011","X300412","#DIV/0!"
"36957","2012","X300412","#DIV/0!"
"36958","2013","X300412","#DIV/0!"
"36959","2014","X300412","#DIV/0!"
"36960","2015","X300412","#DIV/0!"
"36961","1995","X300413",""
"36962","1996","X300413",""
"36963","1997","X300413",""
"36964","1998","X300413",""
"36965","1999","X300413",""
"36966","2000","X300413","#DIV/0!"
"36967","2001","X300413","#DIV/0!"
"36968","2002","X300413","#DIV/0!"
"36969","2003","X300413","#DIV/0!"
"36970","2004","X300413","#DIV/0!"
"36971","2005","X300413","#DIV/0!"
"36972","2006","X300413","#DIV/0!"
"36973","2007","X300413","#DIV/0!"
"36974","2008","X300413","#DIV/0!"
"36975","2009","X300413","#DIV/0!"
"36976","2010","X300413","#DIV/0!"
"36977","2011","X300413","#DIV/0!"
"36978","2012","X300413","#DIV/0!"
"36979","2013","X300413","#DIV/0!"
"36980","2014","X300413","#DIV/0!"
"36981","2015","X300413","#DIV/0!"
"36982","1995","X300414",""
"36983","1996","X300414",""
"36984","1997","X300414",""
"36985","1998","X300414",""
"36986","1999","X300414",""
"36987","2000","X300414","#DIV/0!"
"36988","2001","X300414","#DIV/0!"
"36989","2002","X300414","#DIV/0!"
"36990","2003","X300414","#DIV/0!"
"36991","2004","X300414","#DIV/0!"
"36992","2005","X300414","#DIV/0!"
"36993","2006","X300414","#DIV/0!"
"36994","2007","X300414","#DIV/0!"
"36995","2008","X300414","#DIV/0!"
"36996","2009","X300414","#DIV/0!"
"36997","2010","X300414","#DIV/0!"
"36998","2011","X300414","#DIV/0!"
"36999","2012","X300414","#DIV/0!"
"37000","2013","X300414","#DIV/0!"
"37001","2014","X300414","#DIV/0!"
"37002","2015","X300414","#DIV/0!"
"37003","1995","X300415",""
"37004","1996","X300415",""
"37005","1997","X300415",""
"37006","1998","X300415",""
"37007","1999","X300415",""
"37008","2000","X300415","#DIV/0!"
"37009","2001","X300415","#DIV/0!"
"37010","2002","X300415","#DIV/0!"
"37011","2003","X300415","#DIV/0!"
"37012","2004","X300415","#DIV/0!"
"37013","2005","X300415","#DIV/0!"
"37014","2006","X300415","#DIV/0!"
"37015","2007","X300415","#DIV/0!"
"37016","2008","X300415","#DIV/0!"
"37017","2009","X300415","#DIV/0!"
"37018","2010","X300415","#DIV/0!"
"37019","2011","X300415","#DIV/0!"
"37020","2012","X300415","#DIV/0!"
"37021","2013","X300415","#DIV/0!"
"37022","2014","X300415","#DIV/0!"
"37023","2015","X300415","#DIV/0!"
"37024","1995","X300416",""
"37025","1996","X300416",""
"37026","1997","X300416",""
"37027","1998","X300416",""
"37028","1999","X300416",""
"37029","2000","X300416","#DIV/0!"
"37030","2001","X300416","#DIV/0!"
"37031","2002","X300416","#DIV/0!"
"37032","2003","X300416","#DIV/0!"
"37033","2004","X300416","#DIV/0!"
"37034","2005","X300416","#DIV/0!"
"37035","2006","X300416","#DIV/0!"
"37036","2007","X300416","#DIV/0!"
"37037","2008","X300416","#DIV/0!"
"37038","2009","X300416","#DIV/0!"
"37039","2010","X300416","#DIV/0!"
"37040","2011","X300416","#DIV/0!"
"37041","2012","X300416","#DIV/0!"
"37042","2013","X300416","#DIV/0!"
"37043","2014","X300416","#DIV/0!"
"37044","2015","X300416","#DIV/0!"
"37045","1995","X300417",""
"37046","1996","X300417",""
"37047","1997","X300417",""
"37048","1998","X300417",""
"37049","1999","X300417",""
"37050","2000","X300417","#DIV/0!"
"37051","2001","X300417","#DIV/0!"
"37052","2002","X300417","#DIV/0!"
"37053","2003","X300417","#DIV/0!"
"37054","2004","X300417","#DIV/0!"
"37055","2005","X300417","#DIV/0!"
"37056","2006","X300417","#DIV/0!"
"37057","2007","X300417","#DIV/0!"
"37058","2008","X300417","#DIV/0!"
"37059","2009","X300417","#DIV/0!"
"37060","2010","X300417","#DIV/0!"
"37061","2011","X300417","#DIV/0!"
"37062","2012","X300417","#DIV/0!"
"37063","2013","X300417","#DIV/0!"
"37064","2014","X300417","#DIV/0!"
"37065","2015","X300417","#DIV/0!"
"37066","1995","X300418",""
"37067","1996","X300418",""
"37068","1997","X300418",""
"37069","1998","X300418",""
"37070","1999","X300418",""
"37071","2000","X300418","#DIV/0!"
"37072","2001","X300418","#DIV/0!"
"37073","2002","X300418","#DIV/0!"
"37074","2003","X300418","#DIV/0!"
"37075","2004","X300418","#DIV/0!"
"37076","2005","X300418","#DIV/0!"
"37077","2006","X300418","#DIV/0!"
"37078","2007","X300418","#DIV/0!"
"37079","2008","X300418","#DIV/0!"
"37080","2009","X300418","#DIV/0!"
"37081","2010","X300418","#DIV/0!"
"37082","2011","X300418","#DIV/0!"
"37083","2012","X300418","#DIV/0!"
"37084","2013","X300418","#DIV/0!"
"37085","2014","X300418","#DIV/0!"
"37086","2015","X300418","#DIV/0!"
"37087","1995","X300419",""
"37088","1996","X300419",""
"37089","1997","X300419",""
"37090","1998","X300419",""
"37091","1999","X300419",""
"37092","2000","X300419","#DIV/0!"
"37093","2001","X300419","#DIV/0!"
"37094","2002","X300419","#DIV/0!"
"37095","2003","X300419","#DIV/0!"
"37096","2004","X300419","#DIV/0!"
"37097","2005","X300419","#DIV/0!"
"37098","2006","X300419","#DIV/0!"
"37099","2007","X300419","#DIV/0!"
"37100","2008","X300419","#DIV/0!"
"37101","2009","X300419","#DIV/0!"
"37102","2010","X300419","#DIV/0!"
"37103","2011","X300419","#DIV/0!"
"37104","2012","X300419","#DIV/0!"
"37105","2013","X300419","#DIV/0!"
"37106","2014","X300419","#DIV/0!"
"37107","2015","X300419","#DIV/0!"
"37108","1995","X300420",""
"37109","1996","X300420",""
"37110","1997","X300420",""
"37111","1998","X300420",""
"37112","1999","X300420",""
"37113","2000","X300420","#DIV/0!"
"37114","2001","X300420","#DIV/0!"
