"","latitude","longitude","country","area","colour"
"37707",53.45042,-2.22211,"United Kingdom","Manchester","red"
"37708",53.4609,-2.20554,"United Kingdom","Manchester",""
"37709",53.47794,-2.24602,"United Kingdom","Manchester","blue"
"37711",53.48175,-2.24427,"United Kingdom","Manchester","red"
"37712",53.46309,-2.22745,"United Kingdom","Manchester","blue"
"37714",53.47949,-2.23975,"United Kingdom","Manchester","blue"
"37715",53.46613,-2.23386,"United Kingdom","Manchester","blue"
"37716",53.4772,-2.25807,"United Kingdom","Manchester","black"
"37721",53.46997,-2.23765,"United Kingdom","Manchester","blue"
"37722",53.452,-2.22276,"United Kingdom","Manchester","blue"
"37723",53.4381,-2.21239,"United Kingdom","Manchester","blue"
"37725",51.47282,-0.24743,"United Kingdom","London","blue"
"37726",51.5473,-0.16632,"United Kingdom","London","blue"
"37727",51.5335,-0.10413,"United Kingdom","London","brown"
"37728",51.4868,-0.18106,"United Kingdom","London","blue"
"37729",51.5237,-0.11676,"United Kingdom","London","brown"
"37730",51.4493,-0.1596,"United Kingdom","London","blue"
"37731",51.51592,-0.17307,"United Kingdom","London","blue"
"37732",51.4992,-0.20206,"United Kingdom","London","blue"
"37733",51.5431,-0.13138,"United Kingdom","London","blue"
"37734",51.5341,-0.14135,"United Kingdom","London","blue"
"37735",51.5053,-0.13394,"United Kingdom","London","brown"
"37736",51.5696,-0.18612,"United Kingdom","London","blue"
"37737",51.5136,-0.12269,"United Kingdom","London","stone"
"37738",51.49064,-0.23467,"United Kingdom","London","blue"
"37739",51.5104,-0.14502,"United Kingdom","London","blue"
"37740",51.52298,-0.1475,"United Kingdom","London","blue"
"37741",51.4819,-0.1742,"United Kingdom","London","blue"
"37742",51.5213,-0.14802,"United Kingdom","London","blue"
"37743",51.5195,-0.15038,"United Kingdom","London","blue"
"37744",51.5106,-0.1307,"United Kingdom","London","brown"
"37745",51.5003,-0.18489,"United Kingdom","London","blue"
"37746",51.4624,-0.1423,"United Kingdom","London","blue"
"37747",51.55181,-0.16737,"United Kingdom","London","blue"
"37748",51.5212,-0.07699,"United Kingdom","London","blue"
"37749",51.5349,-0.17543,"United Kingdom","London","blue"
"37750",51.5531,-0.18127,"United Kingdom","London","blue"
"37751",51.49897,-0.20502,"United Kingdom","London","blue"
"37752",51.52444,-0.15933,"United Kingdom","London","blue"
"37753",51.4906,-0.18585,"United Kingdom","London","blue"
"37754",51.4666,-0.08394,"United Kingdom","London","stone"
"37755",51.4974,-0.1994,"United Kingdom","London","blue"
"37756",51.50823,-0.15132,"United Kingdom","London","blue"
"37757",51.4975,-0.1995,"United Kingdom","London","blue"
"37758",51.4534,-0.06175,"United Kingdom","London","blue"
"37759",51.4956,-0.21924,"United Kingdom","London","blue"
"37760",51.5342,-0.1415,"United Kingdom","London","blue"
"37761",51.4202,-0.2214,"United Kingdom","London","blue"
"37762",51.5784,-0.19027,"United Kingdom","London","blue"
"37763",51.4418,-0.16606,"United Kingdom","London","blue"
"37764",51.5459,-0.06566,"United Kingdom","London","blue"
"37765",51.554,-0.16589,"United Kingdom","London","brown"
"37766",51.5179,-0.15365,"United Kingdom","London","blue"
"37767",51.50871,-0.15305,"United Kingdom","London","blue"
"37768",51.50568,-0.14793,"United Kingdom","London","blue"
"37769",51.5536,-0.14049,"United Kingdom","London","blue"
"37771",51.5546,-0.17923,"United Kingdom","London","blue"
"37772",51.47252,-0.25262,"United Kingdom","London","blue"
"37773",51.5568,-0.1813,"United Kingdom","London","blue"
"37774",51.52214,-0.11926,"United Kingdom","London","blue"
"37775",51.4641,-0.14118,"United Kingdom","London","blue"
"37776",51.5189,-0.1497,"United Kingdom","London","blue"
"37777",51.5001,-0.18145,"United Kingdom","London","blue"
"37778",51.50826,-0.15113,"United Kingdom","London","blue"
"37779",51.4986,-0.2443,"United Kingdom","London","blue"
"37780",51.538,-0.17761,"United Kingdom","London","blue"
"37781",51.4837,-0.16739,"United Kingdom","London","blue"
"37782",51.50654,-0.14878,"United Kingdom","London","blue"
"37783",51.4968,-0.25585,"United Kingdom","London","blue"
"37784",51.5231,-0.11606,"United Kingdom","London","blue"
"37785",51.4861,-0.18865,"United Kingdom","London","blue"
"37786",51.51437,-0.13196,"United Kingdom","London","blue"
"37787",51.545,-0.17198,"United Kingdom","London","blue"
"37788",51.517,-0.15165,"United Kingdom","London","blue"
"37789",51.5347,-0.10293,"United Kingdom","London","blue"
"37790",51.5146,-0.17107,"United Kingdom","London","brown"
"37791",51.5361,-0.17939,"United Kingdom","London","blue"
"37792",51.498,-0.16683,"United Kingdom","London","blue"
"37793",51.50816,-0.13732,"United Kingdom","London","blue"
"37794",51.5083,-0.19363,"United Kingdom","London","blue"
"37795",51.51473,-0.16366,"United Kingdom","London","blue"
"37796",51.4952,-0.15377,"United Kingdom","London","blue"
"37797",51.519,-0.05992,"United Kingdom","London","blue"
"37798",51.4663,-0.30129,"United Kingdom","London","blue"
"37799",51.5045,-0.19517,"United Kingdom","London","blue"
"37800",51.4913,-0.15246,"United Kingdom","London","brown"
"37801",51.5185,-0.13054,"United Kingdom","London","blue"
"37802",51.5235,-0.15275,"United Kingdom","London","blue"
"37803",51.4923,-0.19095,"United Kingdom","London","blue"
"37804",51.4899,-0.17613,"United Kingdom","London","blue"
"37805",51.511,-0.14053,"United Kingdom","London","brown"
"37806",51.5027,-0.09736,"United Kingdom","London","blue"
"37807",51.5382,-0.1723,"United Kingdom","London","blue"
"37808",51.5529,-0.19137,"United Kingdom","London","blue"
"37809",51.4955,-0.17491,"United Kingdom","London","blue"
"37810",51.558,-0.1797,"United Kingdom","London","blue"
"37811",51.5073,-0.19472,"United Kingdom","London","blue"
"37812",51.48989,-0.24243,"United Kingdom","London","blue"
"37813",51.5988,-0.37762,"United Kingdom","London","blue"
"37814",51.4916,-0.25324,"United Kingdom","London","blue"
"37816",51.5477,-0.16771,"United Kingdom","London","blue"
"37817",51.5482,-0.17923,"United Kingdom","London","blue"
"37818",51.4898,-0.18685,"United Kingdom","London","blue"
"37819",51.5408,-0.1561,"United Kingdom","London","blue"
"37820",51.3608,-0.16913,"United Kingdom","Sutton","blue"
"37821",51.4897,-0.14133,"United Kingdom","London","blue"
"37822",51.3953,-0.08074,"United Kingdom","London","blue"
"37824",51.473,-0.10757,"United Kingdom","London","blue"
"37825",51.5279,-0.16278,"United Kingdom","London","blue"
"37826",51.4483,-0.24142,"United Kingdom","London","blue"
"37827",51.5468,-0.05013,"United Kingdom","London","blue"
"37828",51.4898,-0.20913,"United Kingdom","London","blue"
"37829",51.5277,-0.16268,"United Kingdom","London","blue"
"37830",51.5074,-0.13628,"United Kingdom","London","blue"
"37831",51.5118,-0.14696,"United Kingdom","London","blue"
"37832",51.4982,-0.16914,"United Kingdom","London","blue"
"37833",51.5082,-0.12347,"United Kingdom","London","brown"
"37834",51.51658,-0.14591,"United Kingdom","London","blue"
"37835",51.5006,-0.13246,"United Kingdom","London","blue"
"37836",51.5329,-0.04244,"United Kingdom","London","blue"
"37837",51.518,-0.0396,"United Kingdom","London","blue"
"37838",51.51259,-0.15716,"United Kingdom","London","blue"
"37839",51.5364,-0.14436,"United Kingdom","London","blue"
"37840",51.3832,-0.1008,"United Kingdom","Croydon","blue"
"37841",51.5073,-0.1435,"United Kingdom","London","blue"
"37842",51.5113,-0.14374,"United Kingdom","London","blue"
"37843",51.5053,-0.13405,"United Kingdom","London","blue"
"37844",51.4955,-0.19245,"United Kingdom","London","blue"
"37845",51.5157,-0.13215,"United Kingdom","London","blue"
"37846",51.5155,-0.11593,"United Kingdom","London","blue"
"37847",51.51302,-0.14609,"United Kingdom","London","blue"
"37848",51.5292,-0.16439,"United Kingdom","London","blue"
"37849",51.5128,-0.13788,"United Kingdom","London","blue"
"37850",51.5207,-0.08955,"United Kingdom","London","blue"
"37851",51.52281,-0.14689,"United Kingdom","London","blue"
"37852",51.4768,-0.24329,"United Kingdom","London","blue"
"37853",51.50891,-0.12192,"United Kingdom","London","stone"
"37854",51.6091,0.03239,"United Kingdom","London","blue"
"37855",51.4245,-0.20919,"United Kingdom","London","blue"
"37856",51.5143,-0.13715,"United Kingdom","London","blue"
"37857",51.5572,-0.18228,"United Kingdom","London","blue"
"37858",51.4929,-0.17084,"United Kingdom","London","blue"
"37859",51.5102,-0.20927,"United Kingdom","London","blue"
"37860",51.51892,-0.11873,"United Kingdom","London","blue"
"37862",51.5621,-0.07892,"United Kingdom","London","blue"
"37863",51.4995,-0.16686,"United Kingdom","London","blue"
"37864",51.52354,-0.08713,"United Kingdom","London","blue"
"37865",51.4975,-0.24175,"United Kingdom","London","blue"
"37866",51.5603,-0.17506,"United Kingdom","London","blue"
"37867",51.5184,-0.15971,"United Kingdom","London","black"
"37868",51.5361,-0.18403,"United Kingdom","London","blue"
"37869",51.50056,-0.13278,"United Kingdom","London","blue"
"37870",51.563,-0.176,"United Kingdom","London","blue"
"37871",51.4742,-0.17619,"United Kingdom","London","blue"
"37872",51.4936,-0.15302,"United Kingdom","London","blue"
"37873",51.5076,-0.19973,"United Kingdom","London","blue"
"37874",51.5029,-0.19485,"United Kingdom","London","blue"
"37875",51.5168,-0.07306,"United Kingdom","London","blue"
"37876",51.484,-0.28627,"United Kingdom","London","blue"
"37877",51.48665,-0.2823,"United Kingdom","London","blue"
"37878",51.5166,-0.15214,"United Kingdom","London","blue"
"37879",51.51698,-0.14558,"United Kingdom","London","blue"
"37880",51.52329,-0.13343,"United Kingdom","London","blue"
"37881",51.562,-0.1765,"United Kingdom","London","blue"
"37882",51.5193,-0.129,"United Kingdom","London","blue"
"37883",51.5342,-0.17882,"United Kingdom","London","blue"
"37884",51.5325,-0.17656,"United Kingdom","London","blue"
"37885",51.5346,-0.18081,"United Kingdom","London","blue"
"37886",51.51879,-0.14203,"United Kingdom","London","blue"
"37887",51.4794,-0.00803,"United Kingdom","London","blue"
"37888",51.51848,-0.13306,"United Kingdom","London","blue"
"37889",51.4602,-0.22266,"United Kingdom","London","blue"
"37890",51.4975,-0.12785,"United Kingdom","London","blue"
"37891",51.4544,-0.16001,"United Kingdom","London","brown"
"37892",51.4538,-0.31647,"United Kingdom","London","blue"
"37893",51.5031,-0.12371,"United Kingdom","London",""
"37894",51.49684,-0.22077,"United Kingdom","London","blue"
"37895",51.5208,-0.15845,"United Kingdom","London","blue"
"37896",51.51509,-0.1492,"United Kingdom","London","blue"
"37898",51.4873,-0.17405,"United Kingdom","London","blue"
"37899",51.51823,-0.1241,"United Kingdom","London","blue"
"37900",51.5178,-0.14907,"United Kingdom","London","blue"
"37901",51.4659,0.01392,"United Kingdom","London","blue"
"37902",51.4853,-0.17277,"United Kingdom","London","blue"
"37903",51.5117,-0.13721,"United Kingdom","London","blue"
"37904",51.4944,-0.17891,"United Kingdom","London","blue"
"37905",51.4955,-0.1852,"United Kingdom","London","blue"
"37906",51.448,-0.16952,"United Kingdom","London","blue"
"37907",51.5193,-0.1461,"United Kingdom","London","blue"
"37908",51.4954,-0.2073,"United Kingdom","London","blue"
"37909",51.518,-0.12741,"United Kingdom","London","blue"
"37910",51.52349,-0.13798,"United Kingdom","London","blue"
"37911",51.5679,-0.18072,"United Kingdom","London","blue"
"37912",51.4991,-0.1431,"United Kingdom","London","brown"
"37913",51.5158,-0.14848,"United Kingdom","London","blue"
"37914",51.4974,-0.15213,"United Kingdom","London","blue"
"37915",51.4745,-0.11535,"United Kingdom","London","blue"
"37916",51.6005,0.0129,"United Kingdom","London","blue"
"37917",51.4669,-0.00448,"United Kingdom","London","blue"
"37918",51.5132,-0.20747,"United Kingdom","London","blue"
"37919",51.4955,-0.21738,"United Kingdom","London","blue"
"37920",51.5716,-0.14882,"United Kingdom","London","blue"
"37921",51.5278,-0.03735,"United Kingdom","London","blue"
"37922",51.51529,-0.16462,"United Kingdom","London","blue"
"37923",51.5117,-0.13103,"United Kingdom","London","white"
"37924",51.5184,-0.13066,"United Kingdom","London","blue"
"37926",51.51362,-0.14592,"United Kingdom","London","blue"
"37927",51.4223,-0.17008,"United Kingdom","London","blue"
"37928",51.5285,-0.14539,"United Kingdom","London","blue"
"37929",51.5404,-0.13853,"United Kingdom","London","blue"
"37930",51.5197,-0.15252,"United Kingdom","London","blue"
"37931",51.4873,-0.17935,"United Kingdom","London","blue"
"37932",51.5184,-0.1303,"United Kingdom","London","blue"
"37933",51.5221,-0.15319,"United Kingdom","London","blue"
"37934",51.5094,-0.12274,"United Kingdom","London","blue"
"37935",51.5121,-0.18537,"United Kingdom","London","blue"
"37936",51.52528,-0.11771,"United Kingdom","London","blue"
"37937",51.5481,-0.20184,"United Kingdom","London","blue"
"37938",51.565,-0.18065,"United Kingdom","London","blue"
"37939",51.5001,-0.18792,"United Kingdom","London","blue"
"37940",51.4611,-0.0078,"United Kingdom","London","blue"
"37941",51.5682,-0.0509,"United Kingdom","London","blue"
"37942",51.509,-0.12294,"United Kingdom","London","blue"
"37943",51.48391,-0.1658,"United Kingdom","London","blue"
"37944",51.5239,-0.18295,"United Kingdom","London","blue"
"37945",51.5197,-0.12235,"United Kingdom","London","blue"
"37946",51.4969,-0.19936,"United Kingdom","London","blue"
"37947",51.4817,-0.17598,"United Kingdom","London","blue"
"37948",51.49207,-0.26733,"United Kingdom","London","blue"
"37949",51.5201,-0.13004,"United Kingdom","London","blue"
"37950",51.5496,-0.19558,"United Kingdom","London","blue"
"37951",51.4531,-0.15411,"United Kingdom","London","blue"
"37952",51.5438,-0.08916,"United Kingdom","London","blue"
"37953",51.4855,-0.16899,"United Kingdom","London","blue"
"37954",51.5235,-0.1399,"United Kingdom","London","blue"
"37955",51.4567,-0.10598,"United Kingdom","London","blue"
"37956",51.5068,-0.13658,"United Kingdom","London","blue"
"37957",51.5213,-0.15698,"United Kingdom","London","blue"
"37958",51.537,-0.17621,"United Kingdom","London","blue"
"37959",51.5009,-0.18147,"United Kingdom","London","blue"
"37960",51.5122,-0.12734,"United Kingdom","London","brass"
"37961",51.5462,-0.13428,"United Kingdom","London","blue"
"37962",51.4577,-0.30294,"United Kingdom","London","blue"
"37963",51.5115,-0.18398,"United Kingdom","London","blue"
"37964",51.4979,-0.2014,"United Kingdom","London","blue"
"37965",51.4819,-0.17488,"United Kingdom","London","blue"
"37966",51.55561,-0.16794,"United Kingdom","London","brown"
"37967",51.51043,-0.07676,"United Kingdom","London","blue"
"37968",51.3646,-0.09545,"United Kingdom","London","blue"
"37969",51.4898,-0.20859,"United Kingdom","London","blue"
"37970",51.4919,-0.18872,"United Kingdom","London","blue"
"37972",51.5553,-0.17196,"United Kingdom","London","blue"
"37973",51.5153,-0.12943,"United Kingdom","London","blue"
"37974",51.5793,-0.21626,"United Kingdom","London","blue"
"37975",51.48124,-0.17685,"United Kingdom","London","blue"
"37976",51.6254,-0.06269,"United Kingdom","London","blue"
"37977",51.509,-0.14572,"United Kingdom","London","blue"
"37978",51.5014,-0.15138,"United Kingdom","London","blue"
"37979",51.5385,-0.15091,"United Kingdom","London","blue"
"37980",51.51721,-0.14425,"United Kingdom","London","blue"
"37981",51.4895,-0.14244,"United Kingdom","London","blue"
"37982",51.4615,-0.1601,"United Kingdom","London","blue"
"37983",51.5144,-0.1701,"United Kingdom","London","blue"
"37984",51.5239,-0.15107,"United Kingdom","London","blue"
"37985",51.5358,0.02665,"United Kingdom","London","blue"
"37986",51.565,-0.34269,"United Kingdom","London","blue"
"37987",51.50631,-0.15054,"United Kingdom","London","brown"
"37988",51.4752,-0.15814,"United Kingdom","London","blue"
"37989",51.5255,-0.17791,"United Kingdom","London","blue"
"37990",51.5227,-0.1459,"United Kingdom","London","blue"
"37991",51.5434,-0.10068,"United Kingdom","London","black"
"37992",51.5327,-0.17651,"United Kingdom","London","blue"
"37993",51.5364,-0.10245,"United Kingdom","London","blue"
"37994",51.4911,-0.19322,"United Kingdom","London","blue"
"37995",51.5123,-0.1189,"United Kingdom","London","blue"
"37996",51.55815,-0.17989,"United Kingdom","London","brown"
"37997",51.51338,-0.13129,"United Kingdom","London","blue"
"37998",51.52412,-0.13152,"United Kingdom","London","blue"
"37999",51.4145,-0.3704,"United Kingdom","London","blue"
"38000",51.5189,-0.12906,"United Kingdom","London","blue"
"38001",51.4976,-0.16847,"United Kingdom","London","blue"
"38002",51.47692,-0.16463,"United Kingdom","London","blue"
"38003",51.5198,-0.14897,"United Kingdom","London","blue"
"38004",51.5056,-0.19548,"United Kingdom","London","blue"
"38005",51.4318,-0.1265,"United Kingdom","London","blue"
"38006",51.51466,-0.14064,"United Kingdom","London","blue"
"38007",51.4644,-0.11335,"United Kingdom","London","blue"
"38008",51.4951,-0.15025,"United Kingdom","London","blue"
"38010",51.51033,-0.15487,"United Kingdom","London","blue"
"38011",51.4923,-0.18357,"United Kingdom","London","blue"
"38013",51.52347,-0.11631,"United Kingdom","London","blue"
"38014",51.4946,-0.23661,"United Kingdom","London","blue"
"38015",51.523,-0.14083,"United Kingdom","London","blue"
"38016",51.566,-0.19675,"United Kingdom","London","blue"
"38017",51.4971,-0.1595,"United Kingdom","London","blue"
"38018",51.5208,-0.15921,"United Kingdom","London","blue"
"38019",51.5312,-0.11109,"United Kingdom","London","blue"
"38020",51.51791,-0.18332,"United Kingdom","London","blue"
"38021",51.4984,-0.1508,"United Kingdom","London","blue"
"38022",51.5659,-0.26793,"United Kingdom","London","blue"
"38023",51.5061,-0.05864,"United Kingdom","London","blue"
"38024",51.5556,-0.17041,"United Kingdom","London","blue"
"38025",51.5491,-0.10159,"United Kingdom","London","black"
"38026",51.4795,0.02727,"United Kingdom","London","blue"
"38027",51.5106,-0.1829,"United Kingdom","London","blue"
"38028",51.5078,-0.19336,"United Kingdom","London","blue"
"38029",51.4945,-0.15289,"United Kingdom","London","blue"
"38030",51.52262,-0.14048,"United Kingdom","London","blue"
"38031",51.4777,-0.00547,"United Kingdom","London","blue"
"38032",51.5149,-0.17823,"United Kingdom","London","blue"
"38033",51.5203,-0.13666,"United Kingdom","London","blue"
"38034",51.5324,-0.17194,"United Kingdom","London","blue"
"38035",51.5246,-0.08031,"United Kingdom","London","brown"
"38036",51.4954,-0.15138,"United Kingdom","London","blue"
"38037",51.5183,-0.14834,"United Kingdom","London","blue"
"38038",51.5552,-0.1742,"United Kingdom","London","brown"
"38039",51.4458,-0.06532,"United Kingdom","London","blue"
"38040",51.5187,-0.12322,"United Kingdom","London","blue"
"38041",51.5217,-0.06441,"United Kingdom","London","blue"
"38042",51.518,-0.13027,"United Kingdom","London","blue"
"38043",51.4979,-0.20114,"United Kingdom","London","blue"
"38044",51.4905,-0.1828,"United Kingdom","London","blue"
"38045",51.5136,-0.13392,"United Kingdom","London","blue"
"38046",51.4886,-0.16118,"United Kingdom","London","blue"
"38047",51.5596,-0.18017,"United Kingdom","London","blue"
"38048",51.5731,-0.14859,"United Kingdom","London","blue"
"38049",51.4959,-0.14743,"United Kingdom","London","blue"
"38050",51.5472,-0.17768,"United Kingdom","London","blue"
"38051",51.5063,-0.14453,"United Kingdom","London","blue"
"38052",51.5271,-0.1773,"United Kingdom","London","blue"
"38053",51.4554,-0.29807,"United Kingdom","London","blue"
"38054",51.49861,-0.20303,"United Kingdom","London","blue"
"38055",51.4945,-0.17328,"United Kingdom","London","blue"
"38056",51.5226,-0.14045,"United Kingdom","London","black"
"38057",51.4898,-0.1432,"United Kingdom","London","blue"
"38058",51.482,-0.1738,"United Kingdom","London","bronze"
"38059",51.5,-0.1869,"United Kingdom","London","blue"
"38060",51.4889,-0.16525,"United Kingdom","London","blue"
"38061",51.4389,-0.3133,"United Kingdom","London","blue"
"38062",51.4966,-0.1106,"United Kingdom","London","blue"
"38063",51.5054,-0.21128,"United Kingdom","London","blue"
"38064",51.5123,-0.1375,"United Kingdom","London","blue"
"38065",51.5141,-0.20826,"United Kingdom","London","blue"
"38066",51.4241,-0.0812,"United Kingdom","London","blue"
"38067",51.5242,-0.1842,"United Kingdom","London","blue"
"38068",51.5136,-0.179,"United Kingdom","London","blue"
"38069",51.5125,-0.15602,"United Kingdom","London","blue"
"38070",51.4842,-0.1709,"United Kingdom","London","blue"
"38071",51.5731,-0.07933,"United Kingdom","London","blue"
"38072",51.5082,-0.1449,"United Kingdom","London","blue"
"38073",51.5608,-0.175,"United Kingdom","London","blue"
"38074",51.49893,-0.19965,"United Kingdom","London","blue"
"38075",51.52,-0.14911,"United Kingdom","London","stone"
"38076",51.4969,-0.20386,"United Kingdom","London","blue"
"38077",51.4874,-0.18088,"United Kingdom","London","blue"
"38078",51.51973,-0.14247,"United Kingdom","London","blue"
"38079",51.4278,-0.05876,"United Kingdom","London","blue"
"38080",51.513,-0.14678,"United Kingdom","London","blue"
"38081",51.49991,-0.14057,"United Kingdom","London","blue"
"38082",51.4707,-0.11933,"United Kingdom","London","blue"
"38083",51.3734,-0.30459,"United Kingdom","London","blue"
"38084",51.4825,-0.27198,"United Kingdom","London","blue"
"38086",0,-0.16982,"United Kingdom","London","blue"
"38088",51.475,-0.0039,"United Kingdom","London","stone"
"38089",51.50755,-0.12495,"United Kingdom","London","black"
"38090",51.5343,-0.1474,"United Kingdom","London","blue"
"38091",51.4963,-0.1284,"United Kingdom","London","blue"
"38092",51.4273,-0.23091,"United Kingdom","London","blue"
"38093",51.5054,-0.19593,"United Kingdom","London","blue"
"38094",51.5137,-0.16683,"United Kingdom","London","blue"
"38095",51.49931,-0.16788,"United Kingdom","London","stone"
"38096",51.50864,-0.15048,"United Kingdom","London","blue"
"38097",51.5678,-0.18113,"United Kingdom","London","blue"
"38098",51.51304,-0.146,"United Kingdom","London","blue"
"38099",51.49056,-0.23763,"United Kingdom","London","blue"
"38100",51.5088,-0.13083,"United Kingdom","London","blue"
"38101",51.4993,-0.20196,"United Kingdom","London","blue"
"38102",51.4094,-0.20829,"United Kingdom","London","blue"
"38103",51.5452,-0.15763,"United Kingdom","London","blue"
"38104",51.4125,-0.35886,"United Kingdom","London","blue"
"38105",51.412,0.0153,"United Kingdom","Bromley","blue"
"38106",51.51257,-0.14922,"United Kingdom","London","blue"
"38108",51.546,-0.16207,"United Kingdom","London","blue"
"38109",51.5133,-0.16632,"United Kingdom","London","blue"
"38110",51.4916,-0.18244,"United Kingdom","London","blue"
"38111",51.4678,7e-04,"United Kingdom","London","blue"
"38112",51.5121,-0.20147,"United Kingdom","London","blue"
"38113",51.5042,-0.19735,"United Kingdom","London","blue"
"38114",51.46194,-0.13925,"United Kingdom","London","white"
"38115",51.5003,-0.20801,"United Kingdom","London","blue"
"38116",51.5402,-0.15445,"United Kingdom","London","blue"
"38117",51.51775,-0.12021,"United Kingdom","London","blue"
"38118",51.5353,-0.10854,"United Kingdom","London","blue"
"38119",51.452,-0.2012,"United Kingdom","London","blue"
"38120",51.52441,-0.13013,"United Kingdom","London","blue"
"38121",51.52157,-0.17968,"United Kingdom","London","blue"
"38122",51.5192,-0.14708,"United Kingdom","London","blue"
"38124",51.52558,-0.13149,"United Kingdom","London","blue"
"38125",51.6097,-0.23914,"United Kingdom","London","blue"
"38126",51.51676,-0.14416,"United Kingdom","London","blue"
"38127",51.5265,-0.01453,"United Kingdom","London","blue"
"38128",51.4917,-0.17394,"United Kingdom","London","blue"
"38129",51.51923,-0.14008,"United Kingdom","London","blue"
"38130",51.4543,-0.06098,"United Kingdom","London","blue"
"38131",51.52058,-0.14538,"United Kingdom","London","blue"
"38132",51.5131,-0.16768,"United Kingdom","London","blue"
"38133",51.433,-0.07298,"United Kingdom","London","blue"
"38134",51.4917,-0.21076,"United Kingdom","London","blue"
"38135",51.51914,-0.11814,"United Kingdom","London","white"
"38136",51.4734,-0.11755,"United Kingdom","London","blue"
"38137",51.5026,-0.1929,"United Kingdom","London","blue"
"38138",51.57744,-0.18237,"United Kingdom","London","blue"
"38139",51.36716,-0.0917,"United Kingdom","London","blue"
"38140",51.5242,-0.16715,"United Kingdom","London","blue"
"38141",51.4992,-0.1415,"United Kingdom","London","blue"
"38142",51.527,-0.18444,"United Kingdom","London","blue"
"38143",51.5326,-0.13991,"United Kingdom","London","blue"
"38144",51.50567,-0.14795,"United Kingdom","London","blue"
"38145",51.4858,-0.1609,"United Kingdom","London","blue"
"38146",51.56,-0.17629,"United Kingdom","London","blue"
"38147",51.5517,-0.17796,"United Kingdom","London","blue"
"38148",51.5081,-0.12368,"United Kingdom","London","blue"
"38149",51.416,-0.07236,"United Kingdom","London","blue"
"38150",51.4321,0.14131,"United Kingdom","Sidcup","blue"
"38151",51.5197,-0.1473,"United Kingdom","London","blue"
"38152",51.4979,-0.1514,"United Kingdom","London","blue"
"38153",51.5195,-0.12174,"United Kingdom","London","blue"
"38154",51.49587,-0.17154,"United Kingdom","London","blue"
"38155",51.50593,-0.13933,"United Kingdom","London","blue"
"38156",51.5112,-0.14069,"United Kingdom","London","blue"
"38157",51.5103,-0.14253,"United Kingdom","London","blue"
"38158",51.4963,-0.16358,"United Kingdom","London","blue"
"38159",51.51788,-0.1405,"United Kingdom","London","blue"
"38160",51.5113,-0.1827,"United Kingdom","London","blue"
"38161",51.5058,-0.14485,"United Kingdom","London","blue"
"38162",51.4339,-0.22433,"United Kingdom","London","blue"
"38163",51.5118,-0.13788,"United Kingdom","London","brown"
"38164",51.453,0.00962,"United Kingdom","London","blue"
"38165",51.5726,-0.1621,"United Kingdom","London","blue"
"38166",51.4754,-0.0034,"United Kingdom","London","stone"
"38167",51.50758,-0.13604,"United Kingdom","London","blue"
"38168",51.4871,-0.16267,"United Kingdom","London","blue"
"38169",51.4968,-0.16249,"United Kingdom","London","blue"
"38170",51.4973,-0.12771,"United Kingdom","London","blue"
"38171",51.6249,-0.10414,"United Kingdom","London","blue"
"38172",51.5448,-0.13895,"United Kingdom","London","blue"
"38173",51.5191,-0.13037,"United Kingdom","London","blue"
"38174",51.4633,-0.16208,"United Kingdom","London","blue"
"38175",51.5171,-0.13685,"United Kingdom","London","blue"
"38176",51.51355,-0.16096,"United Kingdom","London","blue"
"38177",51.5068,-0.202,"United Kingdom","London","blue"
"38178",51.5039,-0.23179,"United Kingdom","London","blue"
"38179",51.5543,-0.1826,"United Kingdom","London","blue"
"38180",51.51111,-0.13415,"United Kingdom","London","blue"
"38181",51.5271,-0.1635,"United Kingdom","London","blue"
"38182",51.44075,-0.06083,"United Kingdom","London","blue"
"38184",51.5143,-0.15881,"United Kingdom","London","blue"
"38185",51.4889,-0.1349,"United Kingdom","London","blue"
"38186",51.4906,-0.2304,"United Kingdom","London","blue"
"38187",51.5174,-0.15263,"United Kingdom","London","blue"
"38188",51.51701,-0.14763,"United Kingdom","London","blue"
"38189",51.50544,-0.14914,"United Kingdom","London","blue"
"38191",51.5723,-0.1499,"United Kingdom","London","blue"
"38193",51.51182,-0.14699,"United Kingdom","London","blue"
"38194",51.5229,-0.14234,"United Kingdom","London","brown"
"38195",51.52158,-0.14593,"United Kingdom","London","blue"
"38196",51.513,-0.16899,"United Kingdom","London","blue"
"38197",51.5212,-0.07184,"United Kingdom","London","blue"
"38198",51.4855,0.03297,"United Kingdom","London","blue"
"38199",51.516,-0.07002,"United Kingdom","London","blue"
"38200",51.5075,-0.1412,"United Kingdom","London","blue"
"38201",51.50966,-0.12208,"United Kingdom","London","blue"
"38202",51.50543,-0.14009,"United Kingdom","London","blue"
"38203",51.5008,-0.1904,"United Kingdom","London","blue"
"38204",51.4895,-0.08898,"United Kingdom","London","blue"
"38205",51.52871,-0.12539,"United Kingdom","London","blue"
"38206",51.51667,-0.14596,"United Kingdom","London","blue"
"38207",51.5064,-0.19481,"United Kingdom","London","blue"
"38208",51.4947,-0.19231,"United Kingdom","London","blue"
"38209",51.5343,-0.14643,"United Kingdom","London","blue"
"38210",51.4465,-0.22223,"United Kingdom","London","blue"
"38211",51.5273,-0.11781,"United Kingdom","London","brown"
"38212",51.4511,-0.15456,"United Kingdom","London","blue"
