"","latitude","longitude","country","area","colour"
"33706",47.58456,7.64893,"Switzerland","Riehen","bronze"
"33710",48.84477,2.35022,"France","Paris","clear"
"33721",48.84666,2.35168,"France","Paris","bronze"
"33724",51.11315,17.03228,"Poland","Wrocław","stone"
"33725",47.50656,19.05506,"Hungary","Budapest","stone"
"33727",47.80261,13.04172,"Austria","Salzburg","stone"
"33728",51.55192,-0.08366,"United Kingdom","London","green"
"33764",51.06863,-1.79365,"United Kingdom","Salisbury","blue"
"33767",51.06604,-1.79116,"United Kingdom","Salisbury","blue"
"33768",51.06799,-1.79729,"United Kingdom","Salisbury","blue"
"33774",51.48701,-0.15165,"United Kingdom","London","blue"
"33780",51.07005,-1.80019,"United Kingdom","Salisbury","blue"
"33810",53.40822,-2.96744,"United Kingdom","Liverpool","blue"
"33811",40.70617,-74.00567,"United States","New York, NY","black"
"33812",40.75017,-73.988,"United States","New York, NY","brass"
"33819",51.51811,-0.20671,"United Kingdom","London","blue"
"33820",51.51808,-0.20677,"United Kingdom","London","blue"
"33828",53.54063,-2.40253,"United Kingdom","Farnworth","blue"
"33834",51.66261,-3.02569,"United Kingdom","Pontnewydd","blue"
"33836",40.75583,-73.98241,"United States","New York, NY","black"
"33840",52.75405,-0.87673,"United Kingdom","Leicester","blue"
"33842",53.37559,-1.4529,"United Kingdom","Sheffield","blue"
"33843",50.82444,-0.17749,"United Kingdom","Hove","blue"
"33844",50.82444,-0.17748,"United Kingdom","Hove","blue"
"33851",53.33184,-6.26686,"Ireland","Dublin","white"
"33871",51.53903,-0.1016,"United Kingdom","London","green"
"33873",52.91246,-0.64243,"United Kingdom","Grantham","blue"
"33878",51.52912,-0.20135,"United Kingdom","London","blue"
"33879",51.38938,-0.4223,"United Kingdom","Walton","blue"
"33894",53.75804,-2.69582,"United Kingdom","Preston","blue"
"33903",55.12312,-6.47548,"United Kingdom","Dervock",""
"33907",51.48969,-0.20583,"United Kingdom","London","blue"
"33909",51.33166,1.41675,"United Kingdom","Ramsgate","blue"
"33910",51.67001,-1.28594,"United Kingdom","Abingdon","blue"
"33917",54.96953,-1.61394,"United Kingdom","Newcastle upon Tyne","blue"
"33918",51.56882,-0.18169,"United Kingdom","London","blue"
"33921",52.91638,-0.64111,"United Kingdom","Grantham","blue"
"33924",53.45551,-2.29047,"United Kingdom","Manchester","blue"
"33925",53.45421,-2.29111,"United Kingdom","Manchester","blue"
"33929",51.52276,-0.15098,"United Kingdom","London","black"
"33931",53.55375,-1.47999,"United Kingdom","Barnsley","blue"
"33934",51.58382,-0.0933,"United Kingdom","London","blue"
"33945",53.48294,-2.05617,"United Kingdom","Stalybridge","brown"
"33953",51.3438,1.4156,"United Kingdom","Ramsgate","blue"
"33954",52.11726,-2.32709,"United Kingdom","Malvern","blue"
"33955",52.1101,-2.32933,"United Kingdom","Malvern","blue"
"33965",51.5031,-0.213,"United Kingdom","London","blue"
"33974",53.3152,-6.28054,"Ireland","Dublin","yellow"
"33975",51.4624,-0.14357,"United Kingdom","London","blue"
"33984",52.4528,-1.92405,"United Kingdom","Birmingham","blue"
"34005",52.2099,0.10633,"United Kingdom","Cambridge","white"
"34006",54.9932,-1.60179,"United Kingdom","Newcastle upon Tyne","grey"
"34012",51.525,-0.1253,"United Kingdom","London","blue"
"34013",51.4648,-2.58913,"United Kingdom","Bristol","blue"
"34015",51.45129,-2.62404,"United Kingdom","Bristol","green"
"34024",52.5115,-2.08472,"United Kingdom","Dudley",""
"34025",52.484,-2.12217,"United Kingdom","Dudley",""
"34026",52.4534,-2.0308,"United Kingdom","Dudley",""
"34027",52.5115,-2.08473,"United Kingdom","Dudley",""
"34028",51.4732,-0.16156,"United Kingdom","London","blue"
"34029",51.4636,-0.11468,"United Kingdom","London","blue"
"34030",51.7557,-1.20536,"United Kingdom","Oxford","blue"
"34032",51.4975,-0.13391,"United Kingdom","London",""
"34038",51.5228,-0.14873,"United Kingdom","London","green"
"34039",51.4665,-0.21559,"United Kingdom","London","blue"
"34042",51.4672,-0.21678,"United Kingdom","London","blue"
"34045",53.97271,-8.30272,"Ireland","Boyle","black"
"34048",54.36875,-6.33812,"United Kingdom","Tullylish","blue"
"34050",54.34978,-7.65271,"United Kingdom","Enniskillen","blue"
"34054",54.58268,-5.93766,"United Kingdom","Belfast","blue"
"34055",54.5124,-6.04074,"United Kingdom","Lisburn","blue"
"34058",54.3784,-5.54589,"United Kingdom","Portaferry","blue"
"34060",54.5963,-5.89894,"United Kingdom","Belfast","blue"
"34061",54.77218,-5.95736,"United Kingdom","Ballynure","blue"
"34062",54.64274,-5.83297,"United Kingdom","Holywood","blue"
"34064",54.82752,-7.46413,"United Kingdom","Strabane","blue"
"34066",54.3473,-7.64399,"United Kingdom","Enniskillen","blue"
"34067",54.59738,-5.93057,"United Kingdom","Belfast","blue"
"34068",54.60482,-5.92238,"United Kingdom","Belfast","blue"
"34069",54.598,-7.295,"United Kingdom","Cookstown","blue"
"34071",54.5995,-5.87456,"United Kingdom","Belfast","blue"
"34072",54.71259,-5.81457,"United Kingdom","Carrickfergus","blue"
"34073",55.29099,-6.19446,"United Kingdom","Rathlin Island","blue"
"34077",54.99673,-7.3205,"United Kingdom","Londonderry","blue"
"34079",54.5956,-5.95857,"United Kingdom","Belfast","blue"
"34080",54.5036,-6.77027,"United Kingdom","Dungannon","blue"
"34084",54.5997,-5.92809,"United Kingdom","Belfast","blue"
"34085",54.56771,-5.96802,"United Kingdom","Belfast","blue"
"34086",54.5996,-7.29726,"United Kingdom","Omagh","blue"
"34087",54.6649,-5.667,"United Kingdom","Bangor, County Down","blue"
"34088",54.1663,-6.34177,"United Kingdom","Newry","blue"
"34092",54.59213,-5.93448,"United Kingdom","Belfast","blue"
"34093",54.598,-5.93581,"United Kingdom","Belfast","blue"
"34096",54.32186,-5.54283,"United Kingdom","Killard","blue"
"34097",54.58185,-5.93411,"United Kingdom","Belfast","blue"
"34098",54.6045,-5.93092,"United Kingdom","Belfast","blue"
"34099",54.76286,-7.16346,"United Kingdom","Plumbridge","blue"
"34104",54.5972,-5.92825,"United Kingdom","Belfast","blue"
"34106",54.665,-5.67784,"United Kingdom","Bangor, County Down","blue"
"34107",55.05541,-6.33191,"United Kingdom","Loughguile","blue"
"34115",55.1862,-6.71929,"United Kingdom","Portstewart","blue"
"34116",55.00408,-7.32294,"United Kingdom","Londonderry","blue"
"34118",54.6083,-5.93659,"United Kingdom","Belfast","blue"
"34119",54.58404,-5.93384,"United Kingdom","Belfast","blue"
"34124",54.5935,-5.90146,"United Kingdom","Belfast","blue"
"34127",54.5909,-5.85587,"United Kingdom","Belfast","blue"
"34128",54.46083,-5.83228,"United Kingdom","Saintfield","blue"
"34129",54.599,-5.89238,"United Kingdom","Belfast","blue"
"34130",54.5889,-5.93363,"United Kingdom","Belfast","blue"
"34131",54.5979,-5.93631,"United Kingdom","Belfast","blue"
"34134",54.57,-5.9691,"United Kingdom","Belfast","blue"
"34135",54.5866,-5.93466,"United Kingdom","Belfast","blue"
"34136",54.58437,-5.93513,"United Kingdom","Belfast","blue"
"34137",54.5857,-5.93639,"United Kingdom","Belfast","blue"
"34140",54.39929,-6.15007,"United Kingdom","Dromore","blue"
"34141",54.5844,-5.94051,"United Kingdom","Belfast","blue"
"34142",54.59969,-5.92771,"United Kingdom","Belfast","blue"
"34144",54.5746,-5.9456,"United Kingdom","Belfast","blue"
"34148",54.6003,-5.92984,"United Kingdom","Belfast","blue"
"34149",54.5967,-5.95262,"United Kingdom","Belfast","blue"
"34150",54.4622,-6.3319,"United Kingdom","Lurgan","blue"
"34151",54.38096,-5.54508,"United Kingdom","Portaferry","blue"
"34153",54.55102,-5.74377,"United Kingdom","Comber","blue"
"34155",54.29727,-5.7723,"United Kingdom","Ballykilbeg","blue"
"34156",54.7246,-5.83296,"United Kingdom","Carrickfergus","blue"
"34160",54.65563,-5.91284,"United Kingdom","Newtownabbey","blue"
"34161",54.17051,-6.34261,"United Kingdom","Newry","blue"
"34164",54.60853,-5.95848,"United Kingdom","Belfast","blue"
"34165",54.6074,-5.52872,"United Kingdom","Millisle","blue"
"34168",54.71543,-5.80533,"United Kingdom","Carrickfergus","blue"
"34171",54.6376,-5.8307,"United Kingdom","Holywood","blue"
"34172",54.3479,-7.62439,"United Kingdom","Enniskillen","blue"
"34175",54.35135,-7.65396,"United Kingdom","Enniskillen","blue"
"34176",54.5898,-5.94933,"United Kingdom","Belfast","blue"
"34179",53.47973,-2.24058,"United Kingdom","Manchester","blue"
"34197",51.4092,-0.83505,"United Kingdom","Wokingham","blue"
"34238",53.7935,-1.75792,"United Kingdom","Bradford","film cell"
"34242",54.0086,-1.46718,"United Kingdom","Knaresborough","blue"
"34263",50.72345,-3.52744,"United Kingdom","Exeter","green"
"34264",50.72304,-3.52624,"United Kingdom","Exeter","green"
"34283",53.40517,-2.97891,"United Kingdom","Liverpool","black"
"34291",50.8317,-0.17313,"United Kingdom","Hove","blue"
"34293",51.74716,-0.97819,"United Kingdom","Thame","blue"
"34294",51.7494,-0.97686,"United Kingdom","Thame","blue"
"34295",51.7474,-0.97525,"United Kingdom","Thame","blue"
"34300",50.436,-3.5689,"United Kingdom","Paignton","blue"
"34301",50.4078,-3.55882,"United Kingdom","Paignton","blue"
"34302",50.3928,-3.52082,"United Kingdom","Brixham","blue"
"34306",50.4742,-3.54027,"United Kingdom","Torquay","blue"
"34332",43.6745,-79.3668,"Canada","Toronto, ON","stone"
"34333",43.6792,-79.4107,"Canada","Toronto, ON","black"
"34344",50.4582,-3.50939,"United Kingdom","Torquay","blue"
"34349",50.4779,-3.51176,"United Kingdom","Torquay","blue"
"34350",50.4739,-3.54054,"United Kingdom","Torquay","blue"
"34356",43.6762,-79.425,"Canada","Toronto, ON",""
"34359",43.6501,-79.3694,"Canada","Toronto, ON","black"
"34360",43.7812,-79.4163,"Canada","Toronto, ON","bronze"
"34366",43.643,-79.4239,"Canada","Toronto, ON","black"
"34367",43.6703,-79.2983,"Canada","Toronto, ON","black"
"34378",43.6573,-79.4939,"Canada","Toronto, ON","grey"
"34379",43.6271,-79.3905,"Canada","Toronto, ON","bronze"
"34382",43.6575,-79.4384,"Canada","Toronto, ON","bronze"
"34388",43.6563,-79.3756,"Canada","Toronto, ON","bronze"
"34396",43.6477,-79.4248,"Canada","Toronto, ON",""
"34397",43.6497,-79.3749,"Canada","Toronto, ON","blue"
"34402",43.6502,-79.3691,"Canada","Toronto, ON",""
"34416",51.5223,-0.18067,"United Kingdom","London","blue"
"34483",42.3541,-71.0913,"United States","Boston, MA","bronze"
"34484",50.8212,-0.14733,"United Kingdom","Brighton","brass"
"34485",51.5439,-0.09881,"United Kingdom","London","blue"
"34492",52.4158,0.74781,"United Kingdom","Thetford","bronze"
"34494",40.7331,-74.0032,"United States","New York, NY","bronze"
"34497",53.9042,-1.69802,"United Kingdom","Otley","brown"
"34499",51.0859,-0.71476,"United Kingdom","Haslemere","blue"
"34500",51.0882,-0.71491,"United Kingdom","Haslemere","blue"
"34502",51.7518,-1.20552,"United Kingdom","Oxford","blue"
"34505",51.5554,-0.0913,"United Kingdom","London","blue"
"34527",50.71632,-1.87388,"United Kingdom","Bournemouth","blue"
"34536",51.5059,-0.13305,"United Kingdom","London","blue"
"34641",51.44385,-0.34912,"United Kingdom","London","blue"
"34643",51.5246,-0.17871,"United Kingdom","London","blue"
"34644",51.53216,0.03846,"United Kingdom","London","blue"
"34645",0,-0.34912,"United Kingdom","London","blue"
"34649",51.4626,-0.29777,"United Kingdom","London","blue"
"34650",51.53406,-0.16777,"United Kingdom","London","blue"
"34651",51.62221,-3.92844,"United Kingdom","Swansea","blue"
"34652",51.51001,-0.22583,"United Kingdom","London","blue"
"34653",51.6499,-0.3942,"United Kingdom","Bushey","blue"
"34654",51.49095,-0.22468,"United Kingdom","London","blue"
"34655",51.51841,-0.14371,"United Kingdom","London","blue"
"34663",51,0.71587,"United Kingdom","Southend-on-Sea","blue"
"34664",51.5146,-0.14052,"United Kingdom","London","blue"
"34665",51.49983,-0.19656,"United Kingdom","London","blue"
"34672",51.53195,0.03837,"United Kingdom","London","blue"
"34673",53.47887,-2.25447,"United Kingdom","Manchester","blue"
"34674",53.47889,-2.25444,"United Kingdom","Manchester","blue"
"34675",53.47888,-2.25445,"United Kingdom","Manchester","blue"
"34676",53.47887,-2.25446,"United Kingdom","Manchester","blue"
"34686",51.42852,-0.32175,"United Kingdom","London","blue"
"34687",53.9569,-1.08251,"United Kingdom","York","blue"
"34688",53.61582,-2.15913,"United Kingdom","Rochdale","blue"
"34703",51.5725,-0.4972,"United Kingdom","Denham","blue"
"34705",51.2825,1.0816,"United Kingdom","Canterbury","blue"
"34706",51.29514,1.12597,"United Kingdom","Canterbury","blue"
"34707",51.2774,1.0928,"United Kingdom","Canterbury","blue"
"34735",51.5139,-0.20539,"United Kingdom","London","blue"
"34738",51.3423,1.41062,"United Kingdom","Ramsgate","blue"
"34748",55.61961,-3.06262,"United Kingdom","Innerleithen","stone"
"34749",56.7401,-2.47635,"United Kingdom","Montrose","stone"
"34756",53.6853,-1.51924,"United Kingdom","Wakefield","blue"
"34764",53.68082,-1.49509,"United Kingdom","Wakefield","blue"
"34767",53.6821,-1.50163,"United Kingdom","Wakefield","blue"
"34768",53.68169,-1.50421,"United Kingdom","Wakefield","blue"
"34775",53.68297,-1.49768,"United Kingdom","Wakefield","blue"
"34776",53.68315,-1.49866,"United Kingdom","Wakefield","blue"
"34777",53.68291,-1.49891,"United Kingdom","Wakefield","blue"
"34778",53.68324,-1.49908,"United Kingdom","Wakefield","blue"
"34779",53.6847,-1.49195,"United Kingdom","Wakefield","blue"
"34780",53.6873,-1.49326,"United Kingdom","Wakefield","blue"
"34782",53.68514,-1.50242,"United Kingdom","Wakefield","blue"
"34784",53.68927,-1.50176,"United Kingdom","Wakefield","blue"
"34786",50.77665,-0.70954,"United Kingdom","Aldwick","blue"
"34792",52.5846,-2.1373,"United Kingdom","Wolverhampton","blue"
"34793",52.58883,-2.13224,"United Kingdom","Wolverhampton","blue"
"34794",52.5856,-2.15841,"United Kingdom","Wolverhampton","blue"
"34797",52.58625,-2.13016,"United Kingdom","Wolverhampton","blue"
"34798",52.57488,-2.13705,"United Kingdom","Wolverhampton","blue"
"34801",52.57264,-2.12798,"United Kingdom","Wolverhampton","blue"
"34802",52.57253,-2.13917,"United Kingdom","Wolverhampton","blue"
"34804",52.5859,-2.12419,"United Kingdom","Wolverhampton","blue"
"34805",52.58603,-2.12956,"United Kingdom","Wolverhampton","blue"
"34812",52.56406,-2.14762,"United Kingdom","Wolverhampton","blue"
"34813",52.5677,-2.13581,"United Kingdom","Wolverhampton","blue"
"34814",52.5871,-2.13987,"United Kingdom","Wolverhampton","blue"
"34823",52.5853,-2.12933,"United Kingdom","Wolverhampton","blue"
"34824",52.57891,-2.12832,"United Kingdom","Wolverhampton","blue"
"34825",52.5856,-2.14031,"United Kingdom","Wolverhampton","blue"
"34826",52.57265,-2.1496,"United Kingdom","Wolverhampton","blue"
"34827",52.58807,-2.18592,"United Kingdom","Wolverhampton","blue"
"34828",52.58769,-2.13064,"United Kingdom","Wolverhampton","blue"
"34830",52.58559,-2.12943,"United Kingdom","Wolverhampton","blue"
"34831",52.5711,-2.10209,"United Kingdom","Wolverhampton","blue"
"34833",52.58118,-2.13106,"United Kingdom","Wolverhampton","blue"
"34834",52.58657,-2.13037,"United Kingdom","Wolverhampton","blue"
"34835",52.586,-2.12483,"United Kingdom","Wolverhampton","blue"
"34837",52.59933,-2.09536,"United Kingdom","Wolverhampton","blue"
"34838",52.58525,-2.13286,"United Kingdom","Wolverhampton","blue"
"34839",52.58611,-2.1301,"United Kingdom","Wolverhampton","blue"
"34840",52.59816,-2.16926,"United Kingdom","Wolverhampton","blue"
"34841",52.58733,-2.12742,"United Kingdom","Wolverhampton","blue"
"34843",52.58663,-2.12421,"United Kingdom","Wolverhampton","blue"
"34844",52.56599,-2.07294,"United Kingdom","Wolverhampton","blue"
"34845",52.58598,-2.13233,"United Kingdom","Wolverhampton","blue"
"34846",52.56103,-2.12953,"United Kingdom","Wolverhampton","blue"
"34847",52.5829,-2.12544,"United Kingdom","Wolverhampton","blue"
"34849",52.58591,-2.12743,"United Kingdom","Wolverhampton","blue"
"34850",52.58338,-2.12527,"United Kingdom","Wolverhampton","blue"
"34852",52.5902,-2.15061,"United Kingdom","Wolverhampton","blue"
"34853",52.58676,-2.12772,"United Kingdom","Wolverhampton","blue"
"34855",52.5871,-2.12723,"United Kingdom","Wolverhampton","blue"
"34856",52.58583,-2.12364,"United Kingdom","Wolverhampton","blue"
"34857",52.5863,-2.14102,"United Kingdom","Wolverhampton","blue"
"34858",52.58659,-2.12813,"United Kingdom","Wolverhampton","blue"
"34859",52.58779,-2.13021,"United Kingdom","Wolverhampton","blue"
"34860",52.58523,-2.13215,"United Kingdom","Wolverhampton","blue"
"34862",52.5882,-2.14653,"United Kingdom","Wolverhampton","blue"
"34898",50.7205,-1.86306,"United Kingdom","Bournemouth","blue"
"34911",51.7202,-1.2272,"United Kingdom","Oxford","black"
"34913",51.472,-0.24459,"United Kingdom","London","blue"
"34934",51.5116,-0.13144,"United Kingdom","London","green"
"34935",52.9161,-1.46255,"United Kingdom","Derby","black"
"34938",52.4661,-1.8587,"United Kingdom","Birmingham","blue"
"34940",50.8204,-0.12266,"United Kingdom","Brighton","blue"
"34943",53.7976,-1.51627,"United Kingdom","Leeds","blue"
"34946",51.4198,-0.2857,"United Kingdom","Kingston Upon Thames","film cell"
"34948",51.4534,-2.62447,"United Kingdom","Bristol","green"
"34969",51.5042,-0.10446,"United Kingdom","London","blue"
"35008",51.5283,-0.11084,"United Kingdom","London","blue"
"35046",51.52522,-0.13241,"United Kingdom","London","blue"
"35051",50.72572,-3.52978,"United Kingdom","Exeter","black"
"35058",51.65899,-0.27537,"United Kingdom","Borehamwood","film cell"
"35068",51.4964,-0.20127,"United Kingdom","London","blue"
"35091",52.5653,-1.82272,"United Kingdom","Sutton Coldfield","blue"
"35092",52.5684,-1.82258,"United Kingdom","Sutton Coldfield","blue"
"35093",52.5703,-1.82296,"United Kingdom","Sutton Coldfield","blue"
"35097",51.5147,-0.10467,"United Kingdom","London","bronze"
"35122",50.8063,-1.08649,"United Kingdom","Portsmouth","blue"
"35131",53.7982,-1.54098,"United Kingdom","Leeds","blue"
"35139",50.72121,-1.87872,"United Kingdom","Bournemouth","blue"
"35183",51.5591,-0.11347,"United Kingdom","London","green"
"35184",51.5392,-0.11778,"United Kingdom","London","green"
"35185",51.54901,-0.14102,"United Kingdom","London","blue"
"35207",52.48012,-1.9028,"United Kingdom","Birmingham","blue"
"35215",51.4558,-2.61983,"United Kingdom","Bristol","black"
"35224",51.4238,-0.27546,"United Kingdom","Kingston Upon Thames","blue"
"35225",52.6253,1.29245,"United Kingdom","Norwich","blue"
"35226",51.5165,-0.06202,"United Kingdom","London","blue"
"35227",51.51249,-0.14176,"United Kingdom","London","blue"
"35228",51.485,-0.28567,"United Kingdom","London","blue"
"35229",51.418,-0.07634,"United Kingdom","London","blue"
"35230",51.5052,-0.19824,"United Kingdom","London","blue"
"35232",51.7005,-3.4251,"United Kingdom","Aberaman","blue"
"35262",52.57096,-1.41838,"United Kingdom","Stoke Golding","blue"
"35277",51.327,1.39217,"United Kingdom","Ramsgate","blue"
"35278",51.3365,1.42521,"United Kingdom","Ramsgate","blue"
"35279",51.75137,-1.26202,"United Kingdom","Oxford","brass"
"35280",51.5201,-0.15526,"United Kingdom","London","blue"
"35290",51.4918,-0.15924,"United Kingdom","London","blue"
"35309",51.7593,-1.25634,"United Kingdom","Oxford","blue"
"35311",51.896,-2.06765,"United Kingdom","Cheltenham","blue"
"35312",51.88523,-2.08492,"United Kingdom","Cheltenham","blue"
"35313",51.8964,-2.06604,"United Kingdom","Cheltenham","blue"
"35314",51.90559,-2.06942,"United Kingdom","Cheltenham","blue"
"35316",51.8947,-2.07907,"United Kingdom","Cheltenham","green"
"35318",51.8965,-2.0692,"United Kingdom","Cheltenham","blue"
"35320",51.8988,-2.06215,"United Kingdom","Cheltenham","green"
"35321",51.8983,-2.08279,"United Kingdom","Cheltenham","blue"
"35322",51.8968,-2.09533,"United Kingdom","Cheltenham","blue"
"35324",51.3366,1.42284,"United Kingdom","Ramsgate","blue"
"35325",51.3316,1.41798,"United Kingdom","Ramsgate","blue"
"35327",51.89707,-2.08236,"United Kingdom","Cheltenham","blue"
"35328",51.8992,-2.07738,"United Kingdom","Cheltenham","blue"
"35331",51.9017,-2.07305,"United Kingdom","Cheltenham","blue"
"35334",51.8978,-2.08154,"United Kingdom","Cheltenham","green"
"35335",51.8988,-2.07188,"United Kingdom","Cheltenham","green"
"35336",51.8984,-2.08656,"United Kingdom","Cheltenham","green"
"35337",51.9005,-2.08089,"United Kingdom","Cheltenham","green"
"35339",51.9041,-2.06899,"United Kingdom","Cheltenham","blue"
"35340",51.9001,-2.07357,"United Kingdom","Cheltenham","blue"
"35341",51.899,-2.07318,"United Kingdom","Cheltenham","blue"
"35342",51.8968,-2.06521,"United Kingdom","Cheltenham","blue"
"35343",51.8964,-2.09421,"United Kingdom","Cheltenham","blue"
"35344",51.8789,-2.05687,"United Kingdom","Cheltenham","blue"
"35345",51.8962,-2.06804,"United Kingdom","Cheltenham","blue"
"35346",51.8926,-2.08252,"United Kingdom","Cheltenham","blue"
"35347",51.8914,-2.08617,"United Kingdom","Cheltenham","blue"
"35348",51.8953,-2.08402,"United Kingdom","Cheltenham","blue"
"35349",51.8981,-2.06236,"United Kingdom","Cheltenham","blue"
"35350",51.8949,-2.08376,"United Kingdom","Cheltenham","brown"
"35351",51.8988,-2.07302,"United Kingdom","Cheltenham","bronze"
"35352",51.9019,-2.07818,"United Kingdom","Cheltenham",""
"35353",51.9041,-2.0708,"United Kingdom","Cheltenham","white"
"35354",51.905,-2.07444,"United Kingdom","Cheltenham","white"
"35355",51.8998,-2.07511,"United Kingdom","Cheltenham","brass"
"35356",51.8975,-2.06646,"United Kingdom","Cheltenham","white"
"35357",51.9074,-2.07228,"United Kingdom","Cheltenham","bronze"
"35358",51.9015,-2.08061,"United Kingdom","Cheltenham","bronze"
"35359",51.8956,-2.08275,"United Kingdom","Cheltenham","blue"
"35437",51.38,-2.35749,"United Kingdom","Bath","bronze"
"35452",51.3365,1.42571,"United Kingdom","Ramsgate","black"
"35455",51.37018,-0.36454,"United Kingdom","Esher","blue"
"35456",51.44623,-0.04476,"United Kingdom","London","maroon"
"35459",51.4743,-0.04412,"United Kingdom","London","maroon"
"35460",51.4776,-0.04609,"United Kingdom","London","maroon"
"35461",51.4518,-0.03958,"United Kingdom","London","maroon"
"35462",51.4664,-0.01896,"United Kingdom","London","maroon"
"35465",51.4337,-0.05639,"United Kingdom","London","maroon"
"35466",51.4264,-0.04178,"United Kingdom","London","maroon"
"35468",51.4753,-0.03887,"United Kingdom","London","maroon"
"35469",51.46413,-0.0035,"United Kingdom","London","maroon"
"35470",51.4415,-0.05541,"United Kingdom","London","maroon"
"35482",51.50018,-0.18862,"United Kingdom","London","blue"
"35511",55.9438,-4.75773,"United Kingdom","Greenock","grey"
"35512",38.8968,-77.0326,"United States","Washington, DC","black"
"35523",51.5124,-0.15039,"United Kingdom","London","bronze"
"35532",51.56007,0.00741,"United Kingdom","London","blue"
"35533",51.51122,-0.12237,"United Kingdom","London","bronze"
"35536",51.53235,-0.17346,"United Kingdom","London","blue"
"35539",52.6276,1.29498,"United Kingdom","Norwich","blue"
"35554",52.6247,1.29525,"United Kingdom","Norwich","blue"
"35555",52.61078,1.72706,"United Kingdom","Great Yarmouth","blue"
"35563",51.5193,-0.21181,"United Kingdom","London","blue"
"35564",51.5232,-0.20703,"United Kingdom","London","blue"
"35566",51.4971,-0.24329,"United Kingdom","London","blue"
"35567",51.5215,-0.13256,"United Kingdom","London","blue"
"35577",52.4012,-0.73169,"United Kingdom","Kettering","white"
"35580",53.6484,-1.46544,"United Kingdom","Walton","blue"
"35587",52.14668,-1.33322,"United Kingdom","Claydon","blue"
"35588",51.3575,1.441,"United Kingdom","Broadstairs","blue"
"35594",51.6792,-4.1682,"United Kingdom","Llanelli","blue"
"35598",51.67641,-3.56517,"United Kingdom","Treorchy","black"
"35600",51.4941,-3.21883,"United Kingdom","Cardiff","blue"
"35601",51.46337,-3.16411,"United Kingdom","Cardiff","black"
"35612",52.5152,-3.31494,"United Kingdom","Newtown","stone"
"35618",51.4222,-0.98278,"United Kingdom","Reading","blue"
"35639",51.4377,-2.00513,"United Kingdom","Calne","blue"
"35711",52.5709,1.1105,"United Kingdom","Wymondham","black"
"35738",52.7539,0.39348,"United Kingdom","King's Lynn","green"
"35752",51.5147,-0.12687,"United Kingdom","London","blue"
"35753",50.8214,-0.1311,"United Kingdom","Brighton","blue"
"35761",51.5225,-0.15656,"United Kingdom","London","bronze"
"35763",51.7447,-1.28231,"United Kingdom","Oxford","green"
"35766",51.4376,-2.00349,"United Kingdom","Calne","blue"
"35770",51.5982,-0.07717,"United Kingdom","London","green"
"35771",51.5869,-0.13598,"United Kingdom","London","green"
"35772",51.5986,-0.06792,"United Kingdom","London","green"
"35773",51.58123,-0.08886,"United Kingdom","London","green"
"35774",51.5765,-0.1224,"United Kingdom","London","green"
"35775",51.5903,-0.15765,"United Kingdom","London","green"
"35776",51.589,-0.13897,"United Kingdom","London","green"
"35777",51.58783,-0.07073,"United Kingdom","London","green"
"35778",51.575,-0.14533,"United Kingdom","London","green"
"35779",51.5874,-0.13677,"United Kingdom","London","green"
"35780",51.5976,-0.1418,"United Kingdom","London","green"
"35781",51.59,-0.14402,"United Kingdom","London","green"
"35783",51.4657,0.01233,"United Kingdom","London","blue"
"35785",51.55082,-0.20805,"United Kingdom","London","blue"
"35786",53.4881,-2.09152,"United Kingdom","Ashton-under-Lyne","blue"
"35787",51.7229,-1.22384,"United Kingdom","Oxford","blue"
"35788",51.511,-0.06647,"United Kingdom","London","red"
"35798",54.5937,-5.92974,"United Kingdom","Belfast","blue"
"35799",52.1072,-2.3283,"United Kingdom","Malvern","blue"
"35802",51.52236,-0.14004,"United Kingdom","London","blue"
"35803",51.52265,-0.12289,"United Kingdom","London","blue"
"35804",52.9213,-1.22288,"United Kingdom","Chilwell","blue"
"35805",51.4977,-0.07977,"United Kingdom","London","blue"
"35806",51.5433,-0.07898,"United Kingdom","London","blue"
"35815",50.4472,-4.4698,"United Kingdom","Liskeard","black"
"35833",51.9019,-2.0778,"United Kingdom","Cheltenham","blue"
"35837",51.79047,-1.48716,"United Kingdom","Witney","blue"
"35838",52.06368,-1.33345,"United Kingdom","Banbury","blue"
"35840",51.7747,-1.23774,"United Kingdom","Oxford","blue"
"35841",52.2866,-0.59725,"United Kingdom","Rushden","blue"
"35850",57.14772,-2.1014,"United Kingdom","Aberdeen","stone"
"35851",57.1428,-2.10666,"United Kingdom","Aberdeen","stone"
"35864",57.17875,-2.10334,"United Kingdom","Aberdeen","green"
"35886",43.6905,-79.3832,"Canada","Toronto, ON","black"
"35887",43.689,-79.4205,"Canada","Toronto, ON","black"
"35892",43.6632,-79.3272,"Canada","Toronto, ON","black"
"35904",51.99,-1.70223,"United Kingdom","Moreton-in-Marsh","stone"
"35984",52.7108,-2.73662,"United Kingdom","Shrewsbury","blue"
"35987",56.0586,-3.23691,"United Kingdom","Burntisland","bronze"
"35988",56.0588,-3.23362,"United Kingdom","Burntisland","blue"
"35994",50.8554,0.58461,"United Kingdom","Hastings","blue"
"35997",51.9302,-2.40467,"United Kingdom","Newent","black"
"36000",51.5241,0.40586,"United Kingdom","Thurrock","green"
"36001",51.5143,0.44017,"United Kingdom","Stanford-le-Hope","green"
"36010",51.2126,1.13519,"United Kingdom","Canterbury","blue"
