"V1","V2"
174.679632,-37.329053
174.678752,-37.328466
174.678752,-37.327586
174.677872,-37.326706
174.677872,-37.324946
174.676992,-37.324066
174.676992,-37.323479
174.675525,-37.321719
174.675525,-37.320839
174.674645,-37.319959
174.674645,-37.319079
174.673765,-37.318492
174.673765,-37.317612
174.672885,-37.316732
174.672885,-37.314972
174.672005,-37.314092
174.672005,-37.313212
174.671418,-37.312625
174.671125,-37.311745
174.670538,-37.310865
174.670245,-37.309105
174.669658,-37.308225
174.669658,-37.307638
174.668778,-37.306758
174.668778,-37.305878
174.667898,-37.304998
174.667898,-37.304118
174.667018,-37.303238
174.667018,-37.302358
174.666138,-37.301771
174.666138,-37.300011
174.665551,-37.299131
174.665551,-37.298251
174.664671,-37.297371
174.664671,-37.296784
174.663791,-37.295904
174.663791,-37.295024
174.661151,-37.292384
174.661151,-37.291797
174.660271,-37.290917
174.660564,-37.290037
174.659684,-37.289157
174.659684,-37.288277
174.657924,-37.28681
174.657924,-37.28593
174.657044,-37.28505
174.657044,-37.28417
174.656164,-37.28329
174.656164,-37.28241
174.654697,-37.280943
174.654697,-37.280063
174.653817,-37.279183
174.653817,-37.277423
174.652937,-37.276542
174.652937,-37.275956
174.652057,-37.275076
174.652057,-37.272436
174.651177,-37.271555
174.651177,-37.270969
174.650297,-37.270089
174.65059,-37.268329
174.64971,-37.267448
174.649417,-37.266862
174.64883,-37.265982
174.64883,-37.264222
174.64795,-37.263342
174.64795,-37.262461
174.64619,-37.260995
174.64619,-37.260115
174.642963,-37.256594
174.642963,-37.255714
174.641203,-37.254248
174.641203,-37.253367
174.639443,-37.251607
174.639443,-37.250727
174.638856,-37.250141
174.638856,-37.249261
174.637976,-37.24838
174.637976,-37.24662
174.637096,-37.24574
174.637096,-37.24486
174.635336,-37.243393
174.635336,-37.242513
174.634456,-37.241633
174.634456,-37.240753
174.633576,-37.239873
174.633869,-37.239286
174.629469,-37.234886
174.629469,-37.234299
174.628002,-37.232539
174.628002,-37.231659
174.627122,-37.230779
174.627122,-37.229899
174.626242,-37.229312
174.626242,-37.228432
174.625362,-37.227552
174.625362,-37.226672
174.623895,-37.224912
174.623895,-37.224325
174.623015,-37.223445
174.623015,-37.222565
174.622135,-37.221685
174.622135,-37.220805
174.621255,-37.219925
174.621255,-37.219045
174.619495,-37.217578
174.619495,-37.216698
174.618615,-37.215818
174.618615,-37.214938
174.618028,-37.214058
174.618028,-37.213471
174.617148,-37.212591
174.617148,-37.210831
174.616268,-37.209951
174.616268,-37.209364
174.615388,-37.208191
174.615388,-37.206724
174.613041,-37.204084
174.612748,-37.203497
174.613921,-37.202617
174.613921,-37.201737
174.612454,-37.200564
174.611574,-37.20027
174.610401,-37.199097
174.610401,-37.198217
174.609521,-37.19763
174.609521,-37.19675
174.608641,-37.19587
174.608641,-37.19499
174.606294,-37.192643
174.606294,-37.190883
174.604534,-37.189123
174.604534,-37.187656
174.603654,-37.186776
174.603654,-37.185016
174.603067,-37.184136
174.603067,-37.183256
174.601307,-37.181789
174.601307,-37.180909
174.600427,-37.180029
174.600427,-37.179149
174.599547,-37.178269
174.599547,-37.177389
174.59808,-37.175922
174.59808,-37.174162
174.59632,-37.172402
174.59632,-37.170935
174.59544,-37.170055
174.59544,-37.169175
174.59456,-37.168295
174.59456,-37.167415
174.593679,-37.166828
174.593679,-37.165948
174.592799,-37.165068
174.592799,-37.164188
174.591919,-37.163308
174.592213,-37.162428
174.589573,-37.160081
174.589573,-37.159201
174.588692,-37.158321
174.588692,-37.157441
174.588106,-37.156561
174.587812,-37.155094
174.585466,-37.152454
174.585466,-37.151574
174.584585,-37.150693
174.584585,-37.150107
174.582825,-37.148347
174.582825,-37.147467
174.578718,-37.14336
174.578718,-37.14248
174.577252,-37.140719
174.576958,-37.139839
174.576078,-37.139253
174.576372,-37.138373
174.575492,-37.137492
174.575492,-37.134266
174.573438,-37.132212
174.572558,-37.132212
174.569624,-37.129279
174.569624,-37.128399
174.568744,-37.127518
174.568744,-37.125758
174.567864,-37.125172
174.567864,-37.124292
174.566984,-37.123411
174.566984,-37.122531
174.566104,-37.121651
174.566398,-37.120771
174.565517,-37.119891
174.565517,-37.119305
174.563757,-37.117544
174.563757,-37.116664
174.562877,-37.115784
174.562877,-37.114904
174.561997,-37.114317
174.561997,-37.113437
174.56053,-37.111677
174.560237,-37.110797
174.55701,-37.10757
174.55701,-37.10669
174.554663,-37.10405
174.554663,-37.101703
174.553783,-37.100823
174.553783,-37.099943
174.552023,-37.098476
174.552023,-37.096716
174.550556,-37.094956
174.550263,-37.094076
174.547036,-37.090849
174.547036,-37.089969
174.545276,-37.088209
174.545276,-37.086742
174.544689,-37.085862
174.544689,-37.084982
174.543809,-37.084102
174.543809,-37.082635
174.542929,-37.081755
174.542929,-37.079995
174.542049,-37.079115
174.542049,-37.078235
174.541169,-37.077648
174.541169,-37.075888
174.540289,-37.075008
174.540582,-37.072368
174.539409,-37.071781
174.539409,-37.068261
174.538822,-37.067674
174.538822,-37.05594
174.539409,-37.05506
174.539702,-37.05418
174.544103,-37.04978
174.544983,-37.049486
174.545863,-37.048899
174.546743,-37.048606
174.547623,-37.048019
174.54821,-37.048019
174.54909,-37.047139
174.54997,-37.047139
174.55085,-37.046259
174.561704,-37.046259
174.563464,-37.044499
174.564051,-37.044499
174.564931,-37.043912
174.565811,-37.043912
174.566691,-37.043032
174.569038,-37.043032
174.570798,-37.044499
174.573438,-37.044499
174.574318,-37.043912
174.580772,-37.043619
174.583412,-37.046259
174.584292,-37.046259
174.585759,-37.048019
174.589866,-37.048019
174.590746,-37.047139
174.596613,-37.047139
174.597493,-37.046259
174.6016,-37.046259
174.603067,-37.047433
174.603067,-37.048313
174.60424,-37.049486
174.614214,-37.049486
174.615094,-37.048606
174.615681,-37.048606
174.616561,-37.048019
174.617441,-37.048019
174.618321,-37.047139
174.619201,-37.047139
174.629175,-37.037165
174.631522,-37.037165
174.635042,-37.040392
174.635923,-37.040392
174.636803,-37.041272
174.637389,-37.041272
174.640029,-37.043619
174.64091,-37.043619
174.641496,-37.044499
174.645016,-37.044499
174.645897,-37.043912
174.657631,-37.043619
174.658217,-37.044499
174.659098,-37.044499
174.665551,-37.050953
174.665551,-37.05154
174.667898,-37.05418
174.667898,-37.05594
174.668778,-37.056527
174.668778,-37.059167
174.669658,-37.060047
174.669658,-37.060927
174.668778,-37.061807
174.668778,-37.062394
174.667898,-37.063274
174.667898,-37.064154
174.665845,-37.066207
174.664965,-37.066207
174.663791,-37.067381
174.663791,-37.069141
174.664085,-37.069728
174.665845,-37.069728
174.666725,-37.068848
174.668191,-37.068848
174.668778,-37.069141
174.668778,-37.070901
174.666725,-37.072955
174.665845,-37.072955
174.664965,-37.073835
174.662618,-37.073835
174.661738,-37.072955
174.659098,-37.072955
174.656751,-37.075301
174.654991,-37.075301
174.65411,-37.074715
174.649123,-37.074715
174.648243,-37.073835
174.64795,-37.074128
174.64795,-37.075008
174.64883,-37.075888
174.64883,-37.076768
174.64707,-37.078235
174.647363,-37.078822
174.648243,-37.078822
174.649123,-37.077942
174.65235,-37.077942
174.65323,-37.077061
174.654991,-37.077061
174.658804,-37.080875
174.658804,-37.081755
174.659098,-37.082049
174.659978,-37.082049
174.661151,-37.083222
174.661151,-37.084102
174.660858,-37.084689
174.659978,-37.084689
174.659098,-37.085569
174.65411,-37.085569
174.65323,-37.086155
174.649123,-37.086155
174.648243,-37.087036
174.643256,-37.087036
174.642963,-37.087622
174.644136,-37.088796
174.648243,-37.088796
174.649123,-37.087916
174.65235,-37.087916
174.658217,-37.093783
174.659978,-37.093783
174.660271,-37.094369
174.660564,-37.094956
174.658804,-37.096716
174.658804,-37.097596
174.661738,-37.10053
174.663204,-37.10053
174.663791,-37.100823
174.663791,-37.101703
174.660858,-37.104637
174.659978,-37.104637
174.659684,-37.10493
174.659391,-37.10581
174.659978,-37.106397
174.661738,-37.106397
174.664085,-37.108744
174.664965,-37.108744
174.665845,-37.107864
174.666725,-37.107864
174.667605,-37.106984
174.669072,-37.106984
174.670538,-37.10845
174.670538,-37.109917
174.668485,-37.111971
174.666725,-37.111971
174.665845,-37.111384
174.665551,-37.111677
174.665551,-37.114024
174.664965,-37.114611
174.664085,-37.114611
174.663204,-37.115491
174.662618,-37.115491
174.662031,-37.115784
174.662031,-37.116664
174.659978,-37.118718
174.658217,-37.118718
174.657924,-37.119305
174.657924,-37.119891
174.657631,-37.120478
174.65323,-37.120478
174.652057,-37.121651
174.652644,-37.122238
174.655871,-37.122238
174.656164,-37.122531
174.656164,-37.123411
174.656751,-37.123705
174.659978,-37.120478
174.660858,-37.120478
174.661738,-37.119598
174.669072,-37.119598
174.671418,-37.121651
174.671125,-37.122531
174.670245,-37.123411
174.670538,-37.125758
174.673472,-37.128692
174.674059,-37.128692
174.674645,-37.129279
174.674645,-37.130745
174.673765,-37.131625
174.673765,-37.132505
174.672885,-37.133386
174.672885,-37.135146
174.673765,-37.135732
174.673765,-37.137492
174.673472,-37.137786
174.672592,-37.138079
174.671125,-37.136612
174.671418,-37.135732
174.670832,-37.135439
174.669952,-37.136319
174.669072,-37.136319
174.668778,-37.135732
174.668778,-37.134852
174.669658,-37.134266
174.669658,-37.132505
174.669072,-37.132212
174.666725,-37.134559
174.665845,-37.134559
174.664965,-37.135439
174.664085,-37.135439
174.663204,-37.136319
174.659978,-37.136319
174.659098,-37.135439
174.658217,-37.135439
174.657924,-37.136026
174.657924,-37.136612
174.658217,-37.137199
174.659098,-37.137199
174.659978,-37.137786
174.664085,-37.138079
174.665551,-37.139253
174.665551,-37.140133
174.664085,-37.141306
174.663204,-37.141306
174.662031,-37.14248
174.662031,-37.14336
174.660858,-37.144533
174.659978,-37.144533
174.659684,-37.14512
174.659684,-37.146
174.659978,-37.146293
174.660858,-37.146293
174.664965,-37.142186
174.665845,-37.142186
174.666725,-37.141306
174.667311,-37.141306
174.668191,-37.140426
174.671712,-37.140426
174.672592,-37.141306
174.673472,-37.141306
174.674352,-37.142186
174.674939,-37.142186
174.675525,-37.14248
174.675525,-37.14424
174.677579,-37.146293
174.679046,-37.146293
174.679926,-37.145413
174.680806,-37.145413
174.681686,-37.144533
174.683446,-37.144533
174.683739,-37.14512
174.683739,-37.145706
174.685793,-37.148053
174.687553,-37.148053
174.688433,-37.14864
174.69078,-37.14864
174.69166,-37.148053
174.69254,-37.148053
174.692833,-37.148347
174.692833,-37.150693
174.691953,-37.151574
174.691953,-37.152454
174.6899,-37.154507
174.685793,-37.154507
174.684913,-37.155387
174.683446,-37.155387
174.682859,-37.155974
174.684619,-37.157441
174.684619,-37.158321
174.683446,-37.159494
174.680806,-37.159494
174.679926,-37.160374
174.676699,-37.160374
174.676112,-37.160961
174.677579,-37.162134
174.682566,-37.162134
174.687553,-37.157147
174.689313,-37.157147
174.6899,-37.156267
174.69342,-37.156267
174.698407,-37.15128
174.699874,-37.15128
174.701927,-37.153334
174.702221,-37.155974
174.701341,-37.156561
174.701341,-37.157441
174.699287,-37.159494
174.698407,-37.159494
174.697527,-37.160374
174.696647,-37.160374
174.695767,-37.161254
174.694887,-37.161254
174.689606,-37.166828
174.6899,-37.167121
174.69078,-37.167121
174.69166,-37.166241
174.69342,-37.166241
174.693713,-37.166828
174.693713,-37.167415
174.692833,-37.168295
174.692833,-37.169175
174.691953,-37.170055
174.691953,-37.170935
174.691366,-37.171522
174.691366,-37.172402
174.689606,-37.174162
174.6899,-37.174749
174.69166,-37.174749
174.69342,-37.172988
174.6943,-37.172988
174.694887,-37.172108
174.695767,-37.172108
174.697527,-37.170348
174.699287,-37.170348
174.69958,-37.170935
174.69958,-37.172402
174.69782,-37.174162
174.69782,-37.175042
174.69694,-37.175922
174.69694,-37.176802
174.696354,-37.177389
174.69606,-37.180909
174.695767,-37.181202
174.694887,-37.181202
174.694593,-37.181789
174.694593,-37.182376
174.695473,-37.183256
174.695473,-37.185896
174.69342,-37.187949
174.69254,-37.187949
174.69166,-37.18883
174.68902,-37.18883
174.688726,-37.189123
174.68902,-37.18971
174.6899,-37.18971
174.69078,-37.19059
174.69166,-37.19059
174.69254,-37.18971
174.69342,-37.18971
174.6943,-37.18883
174.694887,-37.18883
174.695767,-37.187949
174.696647,-37.187949
174.697527,-37.187069
174.698407,-37.187069
174.701634,-37.183842
174.702514,-37.183842
174.704567,-37.185896
174.704567,-37.191763
174.703687,-37.192643
174.703687,-37.19323
174.702514,-37.194697
174.701634,-37.194697
174.700167,-37.196163
174.698407,-37.196163
174.697527,-37.197043
174.696647,-37.197043
174.69606,-37.19763
174.696354,-37.198217
174.692247,-37.202617
174.69254,-37.202911
174.69342,-37.202911
174.695767,-37.200564
174.696647,-37.20027
174.697527,-37.199684
174.698407,-37.199684
174.699874,-37.197924
174.703394,-37.197924
174.704274,-37.197043
174.705741,-37.197043
174.706328,-37.19763
174.706328,-37.201737
174.704567,-37.203497
174.704567,-37.204084
174.704861,-37.204671
174.705741,-37.203791
174.707501,-37.203791
174.708674,-37.204964
174.708674,-37.206724
174.707501,-37.207898
174.706621,-37.207898
174.704274,-37.210538
174.703394,-37.210538
174.701341,-37.212591
174.701341,-37.213471
174.701634,-37.213765
174.703394,-37.212005
174.703981,-37.212005
174.706621,-37.209658
174.708381,-37.209658
174.708674,-37.209951
174.708674,-37.213471
174.708088,-37.214058
174.707794,-37.214938
174.705741,-37.216992
174.704861,-37.216405
174.704567,-37.216698
174.704567,-37.219338
174.704861,-37.219632
174.708381,-37.216111
174.709261,-37.216111
174.710141,-37.215525
174.711608,-37.215525
174.712488,-37.214645
174.717475,-37.214645
174.718355,-37.215525
174.719235,-37.215525
174.720115,-37.216111
174.720702,-37.216111
174.724516,-37.212591
174.724516,-37.209071
174.723342,-37.207898
174.721582,-37.207898
174.721289,-37.207604
174.721289,-37.206724
174.722169,-37.205844
174.721582,-37.205551
174.719235,-37.205551
174.718355,-37.204671
174.717475,-37.204671
174.716595,-37.203791
174.715715,-37.203791
174.714541,-37.202617
174.714541,-37.201737
174.715422,-37.200857
174.715422,-37.199977
174.716302,-37.199097
174.716302,-37.19763
174.717182,-37.19675
174.717182,-37.19587
174.717768,-37.19499
174.717768,-37.19411
174.719235,-37.192936
174.720702,-37.194697
174.721289,-37.19411
174.721289,-37.19323
174.722462,-37.192056
174.725102,-37.192056
174.725982,-37.192936
174.726276,-37.192643
174.726276,-37.191763
174.726569,-37.191176
174.728329,-37.191176
174.729209,-37.19059
174.730089,-37.190296
174.730383,-37.190003
174.730089,-37.18971
174.725689,-37.18971
174.725396,-37.189123
174.725396,-37.188243
174.725102,-37.187949
174.723342,-37.187949
174.722462,-37.18883
174.721289,-37.187363
174.722169,-37.186776
174.722169,-37.185896
174.720702,-37.184723
174.719235,-37.184723
174.717182,-37.182669
174.717182,-37.180909
174.719235,-37.178855
174.720115,-37.178855
174.720409,-37.178269
174.720409,-37.177389
174.720115,-37.177095
174.719235,-37.177095
174.718648,-37.176802
174.718648,-37.175922
174.717768,-37.175042
174.717768,-37.174162
174.717182,-37.173282
174.717182,-37.170935
174.717768,-37.170055
174.717768,-37.169175
174.717182,-37.168295
174.717182,-37.167415
174.714248,-37.164481
174.710141,-37.164481
174.709261,-37.163894
174.708381,-37.163894
174.707501,-37.163014
174.706621,-37.163014
174.705447,-37.161841
174.705447,-37.159201
174.706621,-37.158027
174.708381,-37.158027
174.709261,-37.158614
174.710141,-37.158614
174.711608,-37.157147
174.717475,-37.157147
174.718355,-37.158027
174.719235,-37.158027
174.719529,-37.157441
174.719529,-37.156561
174.720995,-37.155387
174.722462,-37.155387
174.723342,-37.156267
174.725102,-37.156267
174.726569,-37.154507
174.728329,-37.154507
174.729209,-37.155387
174.730089,-37.155387
174.730969,-37.156267
174.732143,-37.155094
174.729503,-37.152454
174.729503,-37.150107
174.729209,-37.14952
174.725982,-37.15304
174.723342,-37.15304
174.722755,-37.152454
174.722755,-37.151574
174.722462,-37.15128
174.721582,-37.15128
174.720995,-37.15216
174.720115,-37.15216
174.718355,-37.15392
174.715715,-37.153627
174.713661,-37.151574
174.713661,-37.150987
174.713368,-37.1504
174.712195,-37.151574
174.712195,-37.153334
174.710728,-37.154507
174.708381,-37.154507
174.707208,-37.153334
174.707208,-37.152454
174.706328,-37.151574
174.706328,-37.147467
174.707794,-37.146
174.707794,-37.14424
174.707501,-37.143653
174.702514,-37.143946
174.701634,-37.144533
174.699287,-37.144533
174.69782,-37.14336
174.69782,-37.14248
174.69694,-37.141599
174.69694,-37.140719
174.696647,-37.140426
174.695767,-37.140426
174.69342,-37.143066
174.69166,-37.143066
174.690486,-37.141599
174.690486,-37.140133
174.69254,-37.138079
174.694887,-37.137786
174.695767,-37.137199
174.699287,-37.137199
174.699874,-37.136319
174.704274,-37.136319
174.705154,-37.135439
174.706621,-37.135439
174.707501,-37.134559
174.720702,-37.134559
174.721582,-37.133679
174.723342,-37.133679
174.724222,-37.133092
174.727449,-37.133092
174.728329,-37.132212
174.730969,-37.132212
174.731556,-37.131332
174.734196,-37.131332
174.735076,-37.130452
174.737423,-37.130452
174.738303,-37.129572
174.740063,-37.129572
174.74241,-37.127225
174.74329,-37.126932
174.74681,-37.123705
174.747397,-37.123705
174.748277,-37.122825
174.749157,-37.122825
174.750917,-37.121358
174.751797,-37.121358
174.753264,-37.119598
174.754144,-37.119598
174.761185,-37.112557
174.761185,-37.111677
174.762065,-37.110797
174.762065,-37.109917
174.762945,-37.10933
174.762945,-37.10757
174.763825,-37.10669
174.763825,-37.10493
174.764705,-37.10405
174.764705,-37.103463
174.766172,-37.101703
174.766172,-37.100823
174.767052,-37.099943
174.767052,-37.099063
174.767932,-37.098476
174.767932,-37.097596
174.768812,-37.096716
174.768812,-37.095836
174.770866,-37.093783
174.771746,-37.093783
174.772626,-37.092903
174.773212,-37.092903
174.774092,-37.092023
174.774972,-37.092023
174.775853,-37.091143
174.776733,-37.091436
174.777319,-37.090556
174.78084,-37.090556
174.78172,-37.089676
174.78348,-37.089676
174.784066,-37.090556
174.789053,-37.090262
174.789934,-37.091143
174.793454,-37.091143
174.795507,-37.093489
174.795507,-37.096716
174.793454,-37.09877
174.792574,-37.09877
174.789934,-37.09613
174.78964,-37.096716
174.78964,-37.097596
174.79052,-37.098183
174.79052,-37.099063
174.791987,-37.100823
174.791987,-37.103463
174.792867,-37.10405
174.792867,-37.10493
174.791694,-37.106104
174.790814,-37.106397
174.78964,-37.10493
174.78964,-37.10405
174.789347,-37.103757
174.788467,-37.104637
174.7826,-37.104637
174.782013,-37.10493
174.782013,-37.10581
174.7826,-37.106104
174.786707,-37.106397
174.787587,-37.107277
174.789347,-37.106984
174.79052,-37.10845
174.79052,-37.113437
174.78964,-37.114317
174.78964,-37.116664
174.789934,-37.117251
174.791694,-37.117251
174.793747,-37.114904
174.793747,-37.112557
174.794627,-37.111677
174.794627,-37.10669
174.795507,-37.10581
174.795507,-37.10493
174.795801,-37.104637
174.798441,-37.104637
174.799028,-37.105517
174.799908,-37.105517
174.800788,-37.106104
174.802254,-37.10493
174.800494,-37.103463
174.800494,-37.101703
174.801374,-37.100823
174.801081,-37.099063
174.800494,-37.098476
174.800494,-37.096716
174.801668,-37.095543
174.802548,-37.095543
174.809882,-37.087916
174.811642,-37.087916
174.812522,-37.087036
174.813402,-37.087036
174.815162,-37.085569
174.815749,-37.085275
174.816629,-37.084689
174.817509,-37.084689
174.818389,-37.083809
174.821616,-37.083809
174.822496,-37.084689
174.823376,-37.084689
174.824256,-37.085275
174.824843,-37.085569
174.827483,-37.082929
174.828363,-37.082929
174.829243,-37.082049
174.830123,-37.082049
174.83159,-37.080582
174.83247,-37.080582
174.83511,-37.077942
174.835697,-37.077942
174.836577,-37.077061
174.837457,-37.077061
174.839217,-37.075595
174.839804,-37.075301
174.840391,-37.075008
174.840391,-37.074128
174.840977,-37.073835
174.842444,-37.073835
174.843031,-37.073248
174.843031,-37.069141
174.843617,-37.068261
174.843617,-37.067674
174.844497,-37.066794
174.844497,-37.065914
174.845964,-37.064447
174.847431,-37.064741
174.850365,-37.061807
174.850365,-37.060927
174.852418,-37.058874
174.853298,-37.058874
174.854178,-37.057993
174.855938,-37.057993
174.856818,-37.057113
174.861805,-37.057113
174.862099,-37.057407
174.858872,-37.060927
174.858872,-37.061807
174.859165,-37.0621
174.860045,-37.06122
174.860925,-37.06122
174.861219,-37.061807
174.861219,-37.064154
174.860925,-37.064447
174.860045,-37.064447
174.859459,-37.065034
174.859459,-37.065914
174.860045,-37.066207
174.860925,-37.066207
174.862685,-37.064741
174.863272,-37.064741
174.864152,-37.065327
174.865032,-37.065327
174.866206,-37.066794
174.866206,-37.067674
174.865326,-37.068261
174.865912,-37.068848
174.866499,-37.068848
174.870899,-37.064447
174.872366,-37.064741
174.873833,-37.065914
174.873833,-37.070021
174.874713,-37.070901
174.874713,-37.072368
174.875886,-37.073835
174.877647,-37.073835
174.87882,-37.075008
174.87882,-37.076768
174.87794,-37.077648
174.87794,-37.078235
174.87706,-37.079115
174.87706,-37.080875
174.877647,-37.081168
174.878233,-37.081168
174.880287,-37.079115
174.88058,-37.070901
174.881753,-37.069728
174.88234,-37.069728
174.882927,-37.070021
174.882927,-37.070901
174.88322,-37.071194
174.88498,-37.071194
174.886741,-37.069728
174.890847,-37.069728
174.891141,-37.069141
174.891141,-37.068261
174.892021,-37.067674
174.892021,-37.065914
174.892608,-37.065327
174.894954,-37.065327
174.895834,-37.064741
174.896715,-37.064447
174.897008,-37.064154
174.897008,-37.063274
174.897595,-37.06298
174.899061,-37.06298
174.900528,-37.064154
174.900528,-37.065034
174.901408,-37.065914
174.901115,-37.067674
174.900528,-37.068261
174.900528,-37.070901
174.899648,-37.071781
174.899941,-37.072074
174.902582,-37.072074
174.903168,-37.072955
174.904928,-37.072955
174.905809,-37.073835
174.906689,-37.073835
174.907569,-37.072955
174.909916,-37.072955
174.910796,-37.072074
174.912556,-37.072074
174.912849,-37.071781
174.912849,-37.070901
174.911969,-37.070021
174.911969,-37.069141
174.912849,-37.068261
