"","LN","Code","Values"
"39576","2006","X600051","-3.015866742"
"39577","2007","X600051","-2.443267483"
"39578","2008","X600051","-2.557465367"
"39579","2009","X600051","-2.451066356"
"39580","2010","X600051","-2.436760136"
"39581","2011","X600051","-2.435803289"
"39582","2012","X600051","-2.671599944"
"39583","2013","X600051","-3.25331916"
"39584","2014","X600051","-2.850326957"
"39585","2015","X600051","-2.840414707"
"39586","1995","X600052",""
"39587","1996","X600052",""
"39588","1997","X600052",""
"39589","1998","X600052",""
"39590","1999","X600052",""
"39591","2000","X600052","#N/A"
"39592","2001","X600052","#N/A"
"39593","2002","X600052","#N/A"
"39594","2003","X600052","-2.279424785"
"39595","2004","X600052","-2.207768274"
"39596","2005","X600052","-2.313326794"
"39597","2006","X600052","-2.396832511"
"39598","2007","X600052","-2.371276487"
"39599","2008","X600052","-2.152863847"
"39600","2009","X600052","-2.130715215"
"39601","2010","X600052","-2.078288285"
"39602","2011","X600052","-1.99512836"
"39603","2012","X600052","-2.033065712"
"39604","2013","X600052","-2.559854423"
"39605","2014","X600052","-2.601430656"
"39606","2015","X600052","-3.008438986"
"39607","1995","X600053",""
"39608","1996","X600053",""
"39609","1997","X600053",""
"39610","1998","X600053",""
"39611","1999","X600053",""
"39612","2000","X600053","#N/A"
"39613","2001","X600053","#N/A"
"39614","2002","X600053","#N/A"
"39615","2003","X600053","-2.444138617"
"39616","2004","X600053","-2.587495514"
"39617","2005","X600053","-2.59983189"
"39618","2006","X600053","-2.148494557"
"39619","2007","X600053","-2.351441075"
"39620","2008","X600053","-2.368710366"
"39621","2009","X600053","-2.371828386"
"39622","2010","X600053","-2.393157149"
"39623","2011","X600053","-2.880103614"
"39624","2012","X600053","-2.911699108"
"39625","2013","X600053","-2.860624233"
"39626","2014","X600053","-2.638452202"
"39627","2015","X600053","-2.651236945"
"39628","1995","X600054",""
"39629","1996","X600054",""
"39630","1997","X600054",""
"39631","1998","X600054",""
"39632","1999","X600054",""
"39633","2000","X600054","#N/A"
"39634","2001","X600054","#N/A"
"39635","2002","X600054","#N/A"
"39636","2003","X600054","-3.095643365"
"39637","2004","X600054","-2.799468741"
"39638","2005","X600054","-2.198395298"
"39639","2006","X600054","-2.188797695"
"39640","2007","X600054","-2.153398984"
"39641","2008","X600054","-2.174573334"
"39642","2009","X600054","-2.744021058"
"39643","2010","X600054","-2.188495744"
"39644","2011","X600054","-2.273261599"
"39645","2012","X600054","-2.486388511"
"39646","2013","X600054","-3.026800243"
"39647","2014","X600054","-3.170694733"
"39648","2015","X600054","-3.862614078"
"39649","1995","X600055",""
"39650","1996","X600055",""
"39651","1997","X600055",""
"39652","1998","X600055",""
"39653","1999","X600055",""
"39654","2000","X600055","#N/A"
"39655","2001","X600055","#N/A"
"39656","2002","X600055","#N/A"
"39657","2003","X600055","-3.342888452"
"39658","2004","X600055","-3.34546209"
"39659","2005","X600055","-2.987330992"
"39660","2006","X600055","-2.902887715"
"39661","2007","X600055","-2.925852753"
"39662","2008","X600055","-2.722700694"
"39663","2009","X600055","-2.560631938"
"39664","2010","X600055","-2.371194175"
"39665","2011","X600055","-2.284294083"
"39666","2012","X600055","-2.189261475"
"39667","2013","X600055","-2.33035861"
"39668","2014","X600055","-2.3559363"
"39669","2015","X600055","-3.132159517"
"39670","1995","X600056",""
"39671","1996","X600056",""
"39672","1997","X600056",""
"39673","1998","X600056",""
"39674","1999","X600056",""
"39675","2000","X600056","#N/A"
"39676","2001","X600056","#N/A"
"39677","2002","X600056","#N/A"
"39678","2003","X600056","-0.613912657"
"39679","2004","X600056","-0.578232828"
"39680","2005","X600056","-1.073545719"
"39681","2006","X600056","-1.098329198"
"39682","2007","X600056","-1.62741287"
"39683","2008","X600056","-1.939156344"
"39684","2009","X600056","-2.701127012"
"39685","2010","X600056","-2.046738087"
"39686","2011","X600056","-1.965857073"
"39687","2012","X600056","-1.995649361"
"39688","2013","X600056","-1.934692111"
"39689","2014","X600056","-1.985170929"
"39690","2015","X600056","-2.397592778"
"39691","1995","X600057",""
"39692","1996","X600057",""
"39693","1997","X600057",""
"39694","1998","X600057",""
"39695","1999","X600057",""
"39696","2000","X600057","#N/A"
"39697","2001","X600057","#N/A"
"39698","2002","X600057","#N/A"
"39699","2003","X600057","-1.283636925"
"39700","2004","X600057","-1.319370096"
"39701","2005","X600057","-1.334253815"
"39702","2006","X600057","-1.512885177"
"39703","2007","X600057","-1.513447393"
"39704","2008","X600057","-2.124481975"
"39705","2009","X600057","-2.015972361"
"39706","2010","X600057","-2.021912323"
"39707","2011","X600057","2.505653657"
"39708","2012","X600057","2.503785765"
"39709","2013","X600057","2.505010124"
"39710","2014","X600057","2.503967983"
"39711","2015","X600057","2.503279987"
"39712","1995","X600058",""
"39713","1996","X600058",""
"39714","1997","X600058",""
"39715","1998","X600058",""
"39716","1999","X600058",""
"39717","2000","X600058","#N/A"
"39718","2001","X600058","#N/A"
"39719","2002","X600058","#N/A"
"39720","2003","X600058","-2.018077465"
"39721","2004","X600058","-1.696274259"
"39722","2005","X600058","-1.728082268"
"39723","2006","X600058","-1.623739142"
"39724","2007","X600058","-1.348410511"
"39725","2008","X600058","-1.431122466"
"39726","2009","X600058","-1.581310997"
"39727","2010","X600058","-1.588394691"
"39728","2011","X600058","-1.716675668"
"39729","2012","X600058","-3.226571967"
"39730","2013","X600058","-2.666964049"
"39731","2014","X600058","-2.673120199"
"39732","2015","X600058","-2.65879803"
"39733","1995","X600059",""
"39734","1996","X600059",""
"39735","1997","X600059",""
"39736","1998","X600059",""
"39737","1999","X600059",""
"39738","2000","X600059","#N/A"
"39739","2001","X600059","#N/A"
"39740","2002","X600059","#N/A"
"39741","2003","X600059","-2.521179824"
"39742","2004","X600059","-2.779201715"
"39743","2005","X600059","-2.785515894"
"39744","2006","X600059","-2.97966792"
"39745","2007","X600059","-3.861320216"
"39746","2008","X600059","-3.905740631"
"39747","2009","X600059","-3.220441538"
"39748","2010","X600059","-3.372363132"
"39749","2011","X600059","-3.371564683"
"39750","2012","X600059","-3.408564037"
"39751","2013","X600059","-3.282015516"
"39752","2014","X600059","-3.924056958"
"39753","2015","X600059","-3.410097211"
"39754","1995","X600060",""
"39755","1996","X600060",""
"39756","1997","X600060",""
"39757","1998","X600060",""
"39758","1999","X600060",""
"39759","2000","X600060","#N/A"
"39760","2001","X600060","#N/A"
"39761","2002","X600060","#N/A"
"39762","2003","X600060","-2.394312499"
"39763","2004","X600060","-2.561101573"
"39764","2005","X600060","-2.540776932"
"39765","2006","X600060","-2.526941031"
"39766","2007","X600060","-3.588670645"
"39767","2008","X600060","-3.57476421"
"39768","2009","X600060","-4.03459919"
"39769","2010","X600060","-3.949739048"
"39770","2011","X600060","-4.709102602"
"39771","2012","X600060","-4.466389211"
"39772","2013","X600060","-4.025020028"
"39773","2014","X600060","-3.752488976"
"39774","2015","X600060","-3.760165158"
"39775","1995","X600061",""
"39776","1996","X600061",""
"39777","1997","X600061",""
"39778","1998","X600061",""
"39779","1999","X600061",""
"39780","2000","X600061","#N/A"
"39781","2001","X600061","#N/A"
"39782","2002","X600061","#N/A"
"39783","2003","X600061","-2.745020319"
"39784","2004","X600061","-2.665068695"
"39785","2005","X600061","-2.631486995"
"39786","2006","X600061","-2.275234191"
"39787","2007","X600061","-2.376527306"
"39788","2008","X600061","-2.271536937"
"39789","2009","X600061","-2.190410127"
"39790","2010","X600061","-2.218334142"
"39791","2011","X600061","-2.454128975"
"39792","2012","X600061","-2.327467722"
"39793","2013","X600061","-2.357049766"
"39794","2014","X600061","-2.866760773"
"39795","2015","X600061","-2.873621809"
"39796","1995","X600062",""
"39797","1996","X600062",""
"39798","1997","X600062",""
"39799","1998","X600062",""
"39800","1999","X600062",""
"39801","2000","X600062","#N/A"
"39802","2001","X600062","#N/A"
"39803","2002","X600062","#N/A"
"39804","2003","X600062","-2.646591415"
"39805","2004","X600062","-2.945186945"
"39806","2005","X600062","-3.062322785"
"39807","2006","X600062","-3.259661688"
"39808","2007","X600062","-3.147286455"
"39809","2008","X600062","-3.220008"
"39810","2009","X600062","-3.408576977"
"39811","2010","X600062","-3.671152687"
"39812","2011","X600062","-4.085640082"
"39813","2012","X600062","-4.110994695"
"39814","2013","X600062","-3.991275437"
"39815","2014","X600062","-3.96835534"
"39816","2015","X600062","-3.715365875"
"39817","1995","X600063",""
"39818","1996","X600063",""
"39819","1997","X600063",""
"39820","1998","X600063",""
"39821","1999","X600063",""
"39822","2000","X600063","#N/A"
"39823","2001","X600063","#N/A"
"39824","2002","X600063","#N/A"
"39825","2003","X600063","-3.367089528"
"39826","2004","X600063","-3.170655838"
"39827","2005","X600063","-3.246248711"
"39828","2006","X600063","-3.24248397"
"39829","2007","X600063","-3.263405872"
"39830","2008","X600063","-3.171527341"
"39831","2009","X600063","-3.432080286"
"39832","2010","X600063","-3.213963725"
"39833","2011","X600063","-3.202393294"
"39834","2012","X600063","-4.215681705"
"39835","2013","X600063","-4.107459675"
"39836","2014","X600063","-4.40650873"
"39837","2015","X600063","-3.327331682"
"39838","1995","X600064",""
"39839","1996","X600064",""
"39840","1997","X600064",""
"39841","1998","X600064",""
"39842","1999","X600064",""
"39843","2000","X600064","#N/A"
"39844","2001","X600064","#N/A"
"39845","2002","X600064","#N/A"
"39846","2003","X600064","-2.45548566"
"39847","2004","X600064","-2.771033852"
"39848","2005","X600064","-2.765324789"
"39849","2006","X600064","-2.694308341"
"39850","2007","X600064","-2.984713644"
"39851","2008","X600064","-2.427574453"
"39852","2009","X600064","-2.117393631"
"39853","2010","X600064","-2.139958977"
"39854","2011","X600064","-2.290631698"
"39855","2012","X600064","-2.620039773"
"39856","2013","X600064","-2.538102974"
"39857","2014","X600064","-2.770277898"
"39858","2015","X600064","-2.702202081"
"39859","1995","X600065",""
"39860","1996","X600065",""
"39861","1997","X600065",""
"39862","1998","X600065",""
"39863","1999","X600065",""
"39864","2000","X600065","#N/A"
"39865","2001","X600065","#N/A"
"39866","2002","X600065","#N/A"
"39867","2003","X600065","-3.994582029"
"39868","2004","X600065","-3.969351953"
"39869","2005","X600065","-3.973030185"
"39870","2006","X600065","-3.923068917"
"39871","2007","X600065","-2.992688804"
"39872","2008","X600065","-2.900096608"
"39873","2009","X600065","-2.738231485"
"39874","2010","X600065","-2.673816199"
"39875","2011","X600065","#DIV/0!"
"39876","2012","X600065","#DIV/0!"
"39877","2013","X600065","#DIV/0!"
"39878","2014","X600065","#DIV/0!"
"39879","2015","X600065","#DIV/0!"
"39880","1995","X600066",""
"39881","1996","X600066",""
"39882","1997","X600066",""
"39883","1998","X600066",""
"39884","1999","X600066",""
"39885","2000","X600066","#N/A"
"39886","2001","X600066","#N/A"
"39887","2002","X600066","#N/A"
"39888","2003","X600066","-2.349990631"
"39889","2004","X600066","-2.464802039"
"39890","2005","X600066","-2.64711208"
"39891","2006","X600066","-2.52843446"
"39892","2007","X600066","-2.303000637"
"39893","2008","X600066","-2.152170065"
"39894","2009","X600066","-2.325683845"
"39895","2010","X600066","-1.956967569"
"39896","2011","X600066","-1.973499762"
"39897","2012","X600066","-2.191335497"
"39898","2013","X600066","-2.236499721"
"39899","2014","X600066","-2.464698179"
"39900","2015","X600066","-3.178980974"
"39901","1995","X600067",""
"39902","1996","X600067",""
"39903","1997","X600067",""
"39904","1998","X600067",""
"39905","1999","X600067",""
"39906","2000","X600067","#N/A"
"39907","2001","X600067","#N/A"
"39908","2002","X600067","#N/A"
"39909","2003","X600067","-2.514829609"
"39910","2004","X600067","-1.926476357"
"39911","2005","X600067","-2.072315044"
"39912","2006","X600067","-1.696877919"
"39913","2007","X600067","-1.689763896"
"39914","2008","X600067","-1.73555558"
"39915","2009","X600067","-1.917057441"
"39916","2010","X600067","-1.546044261"
"39917","2011","X600067","-1.60850506"
"39918","2012","X600067","-1.726667755"
"39919","2013","X600067","-1.824027742"
"39920","2014","X600067","-1.864455533"
"39921","2015","X600067","-3.0088762"
"39922","1995","X600068",""
"39923","1996","X600068",""
"39924","1997","X600068",""
"39925","1998","X600068",""
"39926","1999","X600068",""
"39927","2000","X600068","#N/A"
"39928","2001","X600068","#N/A"
"39929","2002","X600068","#N/A"
"39930","2003","X600068","-2.709442083"
"39931","2004","X600068","-2.93433911"
"39932","2005","X600068","-3.107784989"
"39933","2006","X600068","-3.183331414"
"39934","2007","X600068","-3.284233714"
"39935","2008","X600068","-3.207423899"
"39936","2009","X600068","-3.251608312"
"39937","2010","X600068","-4.035798861"
"39938","2011","X600068","-4.014027544"
"39939","2012","X600068","-4.761726476"
"39940","2013","X600068","-4.385172494"
"39941","2014","X600068","-3.726450694"
"39942","2015","X600068","-3.723470279"
"39943","1995","X600069",""
"39944","1996","X600069",""
"39945","1997","X600069",""
"39946","1998","X600069",""
"39947","1999","X600069",""
"39948","2000","X600069","#N/A"
"39949","2001","X600069","#N/A"
"39950","2002","X600069","#N/A"
"39951","2003","X600069","-2.269116447"
"39952","2004","X600069","-2.279550296"
"39953","2005","X600069","-2.218971582"
"39954","2006","X600069","-2.187269375"
"39955","2007","X600069","-3.34120726"
"39956","2008","X600069","-3.485299957"
"39957","2009","X600069","-3.685060172"
"39958","2010","X600069","-3.26263861"
"39959","2011","X600069","-2.642921659"
"39960","2012","X600069","-2.548325222"
"39961","2013","X600069","-2.728083389"
"39962","2014","X600069","-2.961410918"
"39963","2015","X600069","-3.109333447"
"39964","1995","X600070",""
"39965","1996","X600070",""
"39966","1997","X600070",""
"39967","1998","X600070",""
"39968","1999","X600070",""
"39969","2000","X600070","#N/A"
"39970","2001","X600070","#N/A"
"39971","2002","X600070","#N/A"
"39972","2003","X600070","-2.515309509"
"39973","2004","X600070","-2.523834921"
"39974","2005","X600070","-2.674635991"
"39975","2006","X600070","-2.723807983"
"39976","2007","X600070","-2.838161628"
"39977","2008","X600070","-3.295098631"
"39978","2009","X600070","-3.23690704"
"39979","2010","X600070","-3.254331023"
"39980","2011","X600070","-3.285761894"
"39981","2012","X600070","-3.539087789"
"39982","2013","X600070","-3.252271845"
"39983","2014","X600070","-3.313628701"
"39984","2015","X600070","-3.128431466"
"39985","1995","X600071",""
"39986","1996","X600071",""
"39987","1997","X600071",""
"39988","1998","X600071",""
"39989","1999","X600071",""
"39990","2000","X600071","#N/A"
"39991","2001","X600071","#N/A"
"39992","2002","X600071","#N/A"
"39993","2003","X600071","-2.78510334"
"39994","2004","X600071","-2.795152124"
"39995","2005","X600071","-3.301235997"
"39996","2006","X600071","-3.083131209"
"39997","2007","X600071","-2.625961317"
"39998","2008","X600071","-2.506497733"
"39999","2009","X600071","-2.747188364"
"40000","2010","X600071","-2.73823172"
"40001","2011","X600071","-2.80839159"
"40002","2012","X600071","-2.359183562"
"40003","2013","X600071","-2.449632575"
"40004","2014","X600071","-2.28874136"
"40005","2015","X600071","-2.349028363"
"40006","1995","X600072",""
"40007","1996","X600072",""
"40008","1997","X600072",""
"40009","1998","X600072",""
"40010","1999","X600072",""
"40011","2000","X600072","#N/A"
"40012","2001","X600072","#N/A"
"40013","2002","X600072","#N/A"
"40014","2003","X600072","-2.633504505"
"40015","2004","X600072","-2.644412578"
"40016","2005","X600072","-3.372653916"
"40017","2006","X600072","-3.502666816"
"40018","2007","X600072","-2.797349125"
"40019","2008","X600072","-2.768664442"
"40020","2009","X600072","-2.563657788"
"40021","2010","X600072","-2.432123889"
"40022","2011","X600072","-2.370221734"
"40023","2012","X600072","-2.85879855"
"40024","2013","X600072","-3.404123289"
"40025","2014","X600072","-3.408691763"
"40026","2015","X600072","-3.336926862"
"40027","1995","X600073",""
"40028","1996","X600073",""
"40029","1997","X600073",""
"40030","1998","X600073",""
"40031","1999","X600073",""
"40032","2000","X600073","#N/A"
"40033","2001","X600073","#N/A"
"40034","2002","X600073","#N/A"
"40035","2003","X600073","-2.999370964"
"40036","2004","X600073","-3.003227438"
"40037","2005","X600073","-3.078885581"
"40038","2006","X600073","-2.722256696"
"40039","2007","X600073","-2.630432498"
"40040","2008","X600073","-2.67884482"
"40041","2009","X600073","-2.607104478"
"40042","2010","X600073","-2.760272327"
"40043","2011","X600073","-3.053324822"
"40044","2012","X600073","-3.385096909"
"40045","2013","X600073","-3.408715894"
"40046","2014","X600073","-3.759202875"
"40047","2015","X600073","-3.930462685"
"40048","1995","X600074",""
"40049","1996","X600074",""
"40050","1997","X600074",""
"40051","1998","X600074",""
"40052","1999","X600074",""
"40053","2000","X600074","#N/A"
"40054","2001","X600074","#N/A"
"40055","2002","X600074","#N/A"
"40056","2003","X600074","-2.001062456"
"40057","2004","X600074","-2.069387782"
"40058","2005","X600074","-2.807572396"
"40059","2006","X600074","-2.924190865"
"40060","2007","X600074","-2.50345433"
"40061","2008","X600074","-2.510807188"
"40062","2009","X600074","-2.632645204"
"40063","2010","X600074","-2.685816764"
"40064","2011","X600074","-2.442805207"
"40065","2012","X600074","-2.698896543"
"40066","2013","X600074","-3.574440413"
"40067","2014","X600074","-3.298759302"
"40068","2015","X600074","-3.292664899"
"40069","1995","X600075",""
"40070","1996","X600075",""
"40071","1997","X600075",""
"40072","1998","X600075",""
"40073","1999","X600075",""
"40074","2000","X600075","#N/A"
"40075","2001","X600075","#N/A"
"40076","2002","X600075","#N/A"
"40077","2003","X600075","-2.620638882"
"40078","2004","X600075","-2.565118297"
"40079","2005","X600075","-2.610940809"
"40080","2006","X600075","-2.601132819"
"40081","2007","X600075","-2.616713514"
"40082","2008","X600075","-2.617266143"
"40083","2009","X600075","-2.741702498"
"40084","2010","X600075","-2.636807328"
"40085","2011","X600075","-2.655708319"
"40086","2012","X600075","-2.631465757"
"40087","2013","X600075","-2.668055944"
"40088","2014","X600075","-2.795872537"
"40089","2015","X600075","-2.639927513"
"40090","1995","X600076",""
"40091","1996","X600076",""
"40092","1997","X600076",""
"40093","1998","X600076",""
"40094","1999","X600076",""
"40095","2000","X600076","#N/A"
"40096","2001","X600076","#N/A"
"40097","2002","X600076","#N/A"
"40098","2003","X600076","-2.373846905"
"40099","2004","X600076","-2.396300721"
"40100","2005","X600076","-2.378569843"
"40101","2006","X600076","-2.586241807"
"40102","2007","X600076","-2.561503773"
"40103","2008","X600076","-2.376698757"
"40104","2009","X600076","-1.841237775"
"40105","2010","X600076","-1.693786162"
"40106","2011","X600076","-1.132338839"
"40107","2012","X600076","-1.168611074"
"40108","2013","X600076","-1.138013961"
"40109","2014","X600076","-1.456425181"
"40110","2015","X600076","-1.436077889"
"40111","1995","X600077",""
"40112","1996","X600077",""
"40113","1997","X600077",""
"40114","1998","X600077",""
"40115","1999","X600077",""
"40116","2000","X600077","#N/A"
"40117","2001","X600077","#N/A"
"40118","2002","X600077","#N/A"
"40119","2003","X600077","-3.043126215"
"40120","2004","X600077","-2.725201718"
"40121","2005","X600077","-2.743117742"
"40122","2006","X600077","-2.569828519"
"40123","2007","X600077","-2.451283394"
"40124","2008","X600077","-2.268886047"
"40125","2009","X600077","-1.984336774"
"40126","2010","X600077","-1.981715892"
"40127","2011","X600077","-2.053865588"
"40128","2012","X600077","-2.207062016"
"40129","2013","X600077","-2.185189691"
"40130","2014","X600077","-2.158740875"
"40131","2015","X600077","-2.052221025"
"40132","1995","X600078",""
"40133","1996","X600078",""
"40134","1997","X600078",""
"40135","1998","X600078",""
"40136","1999","X600078",""
"40137","2000","X600078","#N/A"
"40138","2001","X600078","#N/A"
"40139","2002","X600078","#N/A"
"40140","2003","X600078","-2.593987442"
"40141","2004","X600078","-2.463977581"
"40142","2005","X600078","-2.396754861"
"40143","2006","X600078","-2.630389318"
"40144","2007","X600078","-2.584606559"
"40145","2008","X600078","-2.589725961"
"40146","2009","X600078","-2.169636966"
"40147","2010","X600078","-2.159336177"
"40148","2011","X600078","-2.194687967"
"40149","2012","X600078","-2.114497537"
"40150","2013","X600078","-2.30032092"
"40151","2014","X600078","-2.655706855"
"40152","2015","X600078","-2.755867027"
"40153","1995","X600079",""
"40154","1996","X600079",""
"40155","1997","X600079",""
"40156","1998","X600079",""
"40157","1999","X600079",""
"40158","2000","X600079","#N/A"
"40159","2001","X600079","#N/A"
"40160","2002","X600079","#N/A"
"40161","2003","X600079","-2.909990266"
"40162","2004","X600079","-2.86641869"
"40163","2005","X600079","-3.104301405"
"40164","2006","X600079","-3.058053874"
"40165","2007","X600079","-3.039592265"
"40166","2008","X600079","-4.040619627"
"40167","2009","X600079","-3.842948468"
"40168","2010","X600079","-3.775382264"
"40169","2011","X600079","-4.09763019"
"40170","2012","X600079","-4.077636731"
"40171","2013","X600079","-4.080210047"
"40172","2014","X600079","-3.962445111"
"40173","2015","X600079","-4.081281523"
"40174","1995","X600080",""
"40175","1996","X600080",""
"40176","1997","X600080",""
"40177","1998","X600080",""
"40178","1999","X600080",""
"40179","2000","X600080","#N/A"
"40180","2001","X600080","#N/A"
"40181","2002","X600080","#N/A"
"40182","2003","X600080","-3.762799307"
"40183","2004","X600080","-3.970377"
"40184","2005","X600080","-4.031765534"
"40185","2006","X600080","-3.505647786"
"40186","2007","X600080","-3.356689307"
"40187","2008","X600080","-3.328338795"
"40188","2009","X600080","-3.114320212"
"40189","2010","X600080","-3.162545724"
"40190","2011","X600080","-3.221011781"
"40191","2012","X600080","-3.151580603"
"40192","2013","X600080","-3.325630132"
"40193","2014","X600080","-3.595363422"
"40194","2015","X600080","-3.592851079"
"40195","1995","X600081",""
"40196","1996","X600081",""
"40197","1997","X600081",""
"40198","1998","X600081",""
"40199","1999","X600081",""
"40200","2000","X600081","#N/A"
"40201","2001","X600081","#N/A"
"40202","2002","X600081","#N/A"
"40203","2003","X600081","-2.824421991"
"40204","2004","X600081","-2.806391952"
"40205","2005","X600081","-2.891701934"
"40206","2006","X600081","-2.770156713"
"40207","2007","X600081","-2.618787265"
"40208","2008","X600081","-3.298438829"
"40209","2009","X600081","-3.028902337"
"40210","2010","X600081","-3.179720598"
"40211","2011","X600081","-3.168306074"
"40212","2012","X600081","-3.140285463"
"40213","2013","X600081","-2.73578668"
"40214","2014","X600081","-2.735338035"
"40215","2015","X600081","-2.981803383"
"40216","1995","X600082",""
"40217","1996","X600082",""
"40218","1997","X600082",""
"40219","1998","X600082",""
"40220","1999","X600082",""
"40221","2000","X600082","#N/A"
"40222","2001","X600082","#N/A"
"40223","2002","X600082","#N/A"
"40224","2003","X600082","-3.388995206"
"40225","2004","X600082","-3.074414274"
"40226","2005","X600082","-2.785049026"
"40227","2006","X600082","-2.785048888"
"40228","2007","X600082","-2.71599189"
"40229","2008","X600082","-2.480018398"
"40230","2009","X600082","-2.212104312"
"40231","2010","X600082","-2.211575264"
"40232","2011","X600082","-2.171063993"
"40233","2012","X600082","-1.561091635"
"40234","2013","X600082","-1.43643275"
"40235","2014","X600082","-1.514504458"
"40236","2015","X600082","-1.516156335"
"40237","1995","X600083",""
"40238","1996","X600083",""
"40239","1997","X600083",""
"40240","1998","X600083",""
"40241","1999","X600083",""
"40242","2000","X600083","#N/A"
"40243","2001","X600083","#N/A"
"40244","2002","X600083","#N/A"
"40245","2003","X600083","-2.061350453"
"40246","2004","X600083","-2.077167684"
"40247","2005","X600083","-1.87539668"
"40248","2006","X600083","-1.89472673"
"40249","2007","X600083","-2.089551631"
"40250","2008","X600083","-2.243108238"
"40251","2009","X600083","-1.230312862"
"40252","2010","X600083","-1.381419338"
"40253","2011","X600083","-0.917399475"
"40254","2012","X600083","-0.668285378"
"40255","2013","X600083","-0.605539145"
"40256","2014","X600083","-0.672628848"
"40257","2015","X600083","-0.567651039"
"40258","1995","X600084",""
"40259","1996","X600084",""
"40260","1997","X600084",""
"40261","1998","X600084",""
"40262","1999","X600084",""
"40263","2000","X600084","#N/A"
"40264","2001","X600084","#N/A"
"40265","2002","X600084","#N/A"
"40266","2003","X600084","-3.456858347"
"40267","2004","X600084","-3.003507353"
"40268","2005","X600084","-2.477571192"
"40269","2006","X600084","-2.352927676"
"40270","2007","X600084","-2.325135753"
"40271","2008","X600084","-2.273420032"
"40272","2009","X600084","-3.053926595"
"40273","2010","X600084","-1.842142349"
"40274","2011","X600084","-1.779584549"
"40275","2012","X600084","-1.724036517"
"40276","2013","X600084","-1.937715412"
"40277","2014","X600084","-2.545405798"
"40278","2015","X600084","-2.81739703"
"40279","1995","X600085",""
"40280","1996","X600085",""
"40281","1997","X600085",""
"40282","1998","X600085",""
"40283","1999","X600085",""
"40284","2000","X600085","#N/A"
"40285","2001","X600085","#N/A"
"40286","2002","X600085","#N/A"
"40287","2003","X600085","-3.103440687"
"40288","2004","X600085","-3.263135839"
"40289","2005","X600085","-4.490913163"
"40290","2006","X600085","-3.288901586"
"40291","2007","X600085","-3.35896346"
"40292","2008","X600085","-2.991502568"
"40293","2009","X600085","-3.007992216"
"40294","2010","X600085","-2.810899881"
"40295","2011","X600085","-2.90721827"
"40296","2012","X600085","-2.898864096"
"40297","2013","X600085","-3.455306283"
"40298","2014","X600085","-3.301861207"
"40299","2015","X600085","-3.660726675"
"40300","1995","X600086",""
"40301","1996","X600086",""
"40302","1997","X600086",""
"40303","1998","X600086",""
"40304","1999","X600086",""
"40305","2000","X600086","#N/A"
"40306","2001","X600086","#N/A"
"40307","2002","X600086","#N/A"
"40308","2003","X600086","-2.83430582"
"40309","2004","X600086","-2.738533361"
"40310","2005","X600086","-3.097065795"
"40311","2006","X600086","-3.358140952"
"40312","2007","X600086","-2.808715849"
"40313","2008","X600086","-2.637193431"
"40314","2009","X600086","-2.434387208"
"40315","2010","X600086","-2.161584503"
"40316","2011","X600086","-2.299496254"
"40317","2012","X600086","-2.268717632"
"40318","2013","X600086","-2.098793415"
"40319","2014","X600086","-2.235283315"
"40320","2015","X600086","-2.594190154"
"40321","1995","X600087",""
"40322","1996","X600087",""
"40323","1997","X600087",""
"40324","1998","X600087",""
"40325","1999","X600087",""
"40326","2000","X600087","#N/A"
"40327","2001","X600087","#N/A"
"40328","2002","X600087","#N/A"
"40329","2003","X600087","-3.120944938"
"40330","2004","X600087","-3.110103303"
"40331","2005","X600087","-3.10685999"
"40332","2006","X600087","-3.218079222"
"40333","2007","X600087","-3.734251741"
"40334","2008","X600087","-2.515766462"
"40335","2009","X600087","-2.253150743"
"40336","2010","X600087","-2.306231843"
"40337","2011","X600087","-2.652417443"
"40338","2012","X600087","-4.046050979"
"40339","2013","X600087","-4.046342293"
"40340","2014","X600087","-3.422975204"
"40341","2015","X600087","-3.358469509"
"40342","1995","X600088",""
"40343","1996","X600088",""
"40344","1997","X600088",""
"40345","1998","X600088",""
"40346","1999","X600088",""
"40347","2000","X600088","#N/A"
"40348","2001","X600088","#N/A"
"40349","2002","X600088","#N/A"
"40350","2003","X600088","-3.958164139"
"40351","2004","X600088","-3.434975169"
"40352","2005","X600088","-2.876463193"
"40353","2006","X600088","-3.03960879"
"40354","2007","X600088","-2.174460858"
"40355","2008","X600088","-1.641221968"
"40356","2009","X600088","-1.67498934"
"40357","2010","X600088","-1.498916269"
"40358","2011","X600088","-1.449251892"
"40359","2012","X600088","-1.208694511"
"40360","2013","X600088","-0.704438701"
"40361","2014","X600088","-0.689756931"
"40362","2015","X600088","-0.710393635"
"40363","1995","X600089",""
"40364","1996","X600089",""
"40365","1997","X600089",""
"40366","1998","X600089",""
"40367","1999","X600089",""
"40368","2000","X600089","#N/A"
"40369","2001","X600089","#N/A"
"40370","2002","X600089","#N/A"
"40371","2003","X600089","-2.892154014"
"40372","2004","X600089","-3.013817199"
"40373","2005","X600089","-3.016383246"
"40374","2006","X600089","-2.970588844"
"40375","2007","X600089","-3.595200296"
"40376","2008","X600089","-3.766336203"
"40377","2009","X600089","-2.814699295"
"40378","2010","X600089","-2.990335936"
"40379","2011","X600089","-3.00855552"
"40380","2012","X600089","-2.980077655"
"40381","2013","X600089","-2.87708319"
"40382","2014","X600089","-3.230321513"
"40383","2015","X600089","-2.919928287"
