"","LN","Code","Values"
"40384","1995","X600090",""
"40385","1996","X600090",""
"40386","1997","X600090",""
"40387","1998","X600090",""
"40388","1999","X600090",""
"40389","2000","X600090","#N/A"
"40390","2001","X600090","#N/A"
"40391","2002","X600090","#N/A"
"40392","2003","X600090","-2.843055312"
"40393","2004","X600090","-2.437037169"
"40394","2005","X600090","-2.360030174"
"40395","2006","X600090","-2.309023004"
"40396","2007","X600090","-1.772336377"
"40397","2008","X600090","-1.719352772"
"40398","2009","X600090","-2.228053455"
"40399","2010","X600090","-2.417587148"
"40400","2011","X600090","-3.033350981"
"40401","2012","X600090","-3.673558483"
"40402","2013","X600090","-3.401111619"
"40403","2014","X600090","-3.229724021"
"40404","2015","X600090","-3.256128482"
"40405","1995","X600091",""
"40406","1996","X600091",""
"40407","1997","X600091",""
"40408","1998","X600091",""
"40409","1999","X600091",""
"40410","2000","X600091","#N/A"
"40411","2001","X600091","#N/A"
"40412","2002","X600091","#N/A"
"40413","2003","X600091","-2.858609869"
"40414","2004","X600091","-2.862154759"
"40415","2005","X600091","-3.276704174"
"40416","2006","X600091","-3.182453716"
"40417","2007","X600091","-3.042934011"
"40418","2008","X600091","-2.95764759"
"40419","2009","X600091","-2.410384089"
"40420","2010","X600091","-2.025557764"
"40421","2011","X600091","-1.9505017"
"40422","2012","X600091","-1.935035475"
"40423","2013","X600091","-1.936959701"
"40424","2014","X600091","-3.173236078"
"40425","2015","X600091","-3.565552973"
"40426","1995","X600092",""
"40427","1996","X600092",""
"40428","1997","X600092",""
"40429","1998","X600092",""
"40430","1999","X600092",""
"40431","2000","X600092","#N/A"
"40432","2001","X600092","#N/A"
"40433","2002","X600092","#N/A"
"40434","2003","X600092","-2.267251752"
"40435","2004","X600092","-2.170824378"
"40436","2005","X600092","-2.212613713"
"40437","2006","X600092","-2.320000136"
"40438","2007","X600092","-2.167560175"
"40439","2008","X600092","-1.863509519"
"40440","2009","X600092","#DIV/0!"
"40441","2010","X600092","#DIV/0!"
"40442","2011","X600092","#DIV/0!"
"40443","2012","X600092","#DIV/0!"
"40444","2013","X600092","#DIV/0!"
"40445","2014","X600092","#DIV/0!"
"40446","2015","X600092","#DIV/0!"
"40447","1995","X600093",""
"40448","1996","X600093",""
"40449","1997","X600093",""
"40450","1998","X600093",""
"40451","1999","X600093",""
"40452","2000","X600093","#N/A"
"40453","2001","X600093","#N/A"
"40454","2002","X600093","#N/A"
"40455","2003","X600093","-2.440812914"
"40456","2004","X600093","-2.434002205"
"40457","2005","X600093","-2.757942341"
"40458","2006","X600093","-2.835006843"
"40459","2007","X600093","-2.904262798"
"40460","2008","X600093","-3.765260954"
"40461","2009","X600093","-2.622312203"
"40462","2010","X600093","-2.252933243"
"40463","2011","X600093","-1.906327633"
"40464","2012","X600093","-1.920502573"
"40465","2013","X600093","-1.941010166"
"40466","2014","X600093","-2.003704468"
"40467","2015","X600093","-2.229072797"
"40468","1995","X600094",""
"40469","1996","X600094",""
"40470","1997","X600094",""
"40471","1998","X600094",""
"40472","1999","X600094",""
"40473","2000","X600094","#N/A"
"40474","2001","X600094","#N/A"
"40475","2002","X600094","#N/A"
"40476","2003","X600094","-3.682752562"
"40477","2004","X600094","-3.494429164"
"40478","2005","X600094","-3.515746167"
"40479","2006","X600094","-3.538619481"
"40480","2007","X600094","-3.613572648"
"40481","2008","X600094","-3.648536461"
"40482","2009","X600094","-2.177771009"
"40483","2010","X600094","0.921503123"
"40484","2011","X600094","0.898060446"
"40485","2012","X600094","0.89396422"
"40486","2013","X600094","0.886734569"
"40487","2014","X600094","0.886411188"
"40488","2015","X600094","-1.718345304"
"40489","1995","X600095",""
"40490","1996","X600095",""
"40491","1997","X600095",""
"40492","1998","X600095",""
"40493","1999","X600095",""
"40494","2000","X600095","#N/A"
"40495","2001","X600095","#N/A"
"40496","2002","X600095","#N/A"
"40497","2003","X600095","-3.761969428"
"40498","2004","X600095","-3.868791748"
"40499","2005","X600095","-3.594805148"
"40500","2006","X600095","-3.583820553"
"40501","2007","X600095","-3.558257325"
"40502","2008","X600095","-3.269083588"
"40503","2009","X600095","-3.148329078"
"40504","2010","X600095","-3.283676973"
"40505","2011","X600095","-2.47739792"
"40506","2012","X600095","-2.173192395"
"40507","2013","X600095","-2.241882357"
"40508","2014","X600095","-2.082262264"
"40509","2015","X600095","-2.146970927"
"40510","1995","X600096",""
"40511","1996","X600096",""
"40512","1997","X600096",""
"40513","1998","X600096",""
"40514","1999","X600096",""
"40515","2000","X600096","#N/A"
"40516","2001","X600096","#N/A"
"40517","2002","X600096","#N/A"
"40518","2003","X600096","-3.204016495"
"40519","2004","X600096","-3.531793762"
"40520","2005","X600096","-3.667016564"
"40521","2006","X600096","-3.664939436"
"40522","2007","X600096","-3.051689267"
"40523","2008","X600096","-2.844096161"
"40524","2009","X600096","-2.678988336"
"40525","2010","X600096","-2.978243531"
"40526","2011","X600096","-4.09430565"
"40527","2012","X600096","-3.450681332"
"40528","2013","X600096","-3.659065943"
"40529","2014","X600096","-3.067095278"
"40530","2015","X600096","-3.199910769"
"40531","1995","X600097",""
"40532","1996","X600097",""
"40533","1997","X600097",""
"40534","1998","X600097",""
"40535","1999","X600097",""
"40536","2000","X600097","#N/A"
"40537","2001","X600097","#N/A"
"40538","2002","X600097","#N/A"
"40539","2003","X600097","-2.217379742"
"40540","2004","X600097","-2.070332344"
"40541","2005","X600097","-2.192826639"
"40542","2006","X600097","-2.347291549"
"40543","2007","X600097","-2.019138536"
"40544","2008","X600097","-2.020933426"
"40545","2009","X600097","-2.116127606"
"40546","2010","X600097","-2.045423011"
"40547","2011","X600097","-2.061297551"
"40548","2012","X600097","-2.621634364"
"40549","2013","X600097","-2.520566924"
"40550","2014","X600097","-2.649790344"
"40551","2015","X600097","-2.651701695"
"40552","1995","X600098",""
"40553","1996","X600098",""
"40554","1997","X600098",""
"40555","1998","X600098",""
"40556","1999","X600098",""
"40557","2000","X600098","#N/A"
"40558","2001","X600098","#N/A"
"40559","2002","X600098","#N/A"
"40560","2003","X600098","-3.113111849"
"40561","2004","X600098","-3.047692933"
"40562","2005","X600098","-2.599730095"
"40563","2006","X600098","-2.701157609"
"40564","2007","X600098","-3.015042012"
"40565","2008","X600098","-3.144859892"
"40566","2009","X600098","-3.767083258"
"40567","2010","X600098","-3.698663562"
"40568","2011","X600098","-3.390293633"
"40569","2012","X600098","-3.266484771"
"40570","2013","X600098","-3.198025663"
"40571","2014","X600098","-3.187363471"
"40572","2015","X600098","-3.311155852"
"40573","1995","X600099",""
"40574","1996","X600099",""
"40575","1997","X600099",""
"40576","1998","X600099",""
"40577","1999","X600099",""
"40578","2000","X600099","#N/A"
"40579","2001","X600099","#N/A"
"40580","2002","X600099","#N/A"
"40581","2003","X600099","-2.546734374"
"40582","2004","X600099","-2.684982497"
"40583","2005","X600099","-2.878934106"
"40584","2006","X600099","-2.371975005"
"40585","2007","X600099","-2.572998908"
"40586","2008","X600099","-2.542430954"
"40587","2009","X600099","-2.544758977"
"40588","2010","X600099","-2.828301461"
"40589","2011","X600099","-3.509920907"
"40590","2012","X600099","-2.639512073"
"40591","2013","X600099","-2.857534745"
"40592","2014","X600099","-2.685268845"
"40593","2015","X600099","-2.768934532"
"40594","1995","X600100",""
"40595","1996","X600100",""
"40596","1997","X600100",""
"40597","1998","X600100",""
"40598","1999","X600100",""
"40599","2000","X600100","#N/A"
"40600","2001","X600100","#N/A"
"40601","2002","X600100","#N/A"
"40602","2003","X600100","-4.393364003"
"40603","2004","X600100","-4.370735495"
"40604","2005","X600100","-4.167579627"
"40605","2006","X600100","-3.802655554"
"40606","2007","X600100","-3.805677859"
"40607","2008","X600100","-3.765560477"
"40608","2009","X600100","-3.635001322"
"40609","2010","X600100","-3.633028885"
"40610","2011","X600100","-4.143944388"
"40611","2012","X600100","-3.905332517"
"40612","2013","X600100","-3.847071627"
"40613","2014","X600100","-3.909503685"
"40614","2015","X600100","-4.218142813"
"40615","1995","X600101",""
"40616","1996","X600101",""
"40617","1997","X600101",""
"40618","1998","X600101",""
"40619","1999","X600101",""
"40620","2000","X600101","#N/A"
"40621","2001","X600101","#N/A"
"40622","2002","X600101","#N/A"
"40623","2003","X600101","-2.951845534"
"40624","2004","X600101","-3.627170282"
"40625","2005","X600101","-4.093730963"
"40626","2006","X600101","-4.349703741"
"40627","2007","X600101","-3.460552085"
"40628","2008","X600101","-3.428381693"
"40629","2009","X600101","-3.419716851"
"40630","2010","X600101","-3.418052356"
"40631","2011","X600101","-3.396544245"
"40632","2012","X600101","-3.92766278"
"40633","2013","X600101","-4.274762272"
"40634","2014","X600101","-4.310961976"
"40635","2015","X600101","-5.04229539"
"40636","1995","X600102",""
"40637","1996","X600102",""
"40638","1997","X600102",""
"40639","1998","X600102",""
"40640","1999","X600102",""
"40641","2000","X600102","#N/A"
"40642","2001","X600102","#N/A"
"40643","2002","X600102","#N/A"
"40644","2003","X600102","-3.02007873"
"40645","2004","X600102","-2.956723141"
"40646","2005","X600102","-2.93434685"
"40647","2006","X600102","-4.622454828"
"40648","2007","X600102","-3.76586822"
"40649","2008","X600102","-3.862809797"
"40650","2009","X600102","-3.50627301"
"40651","2010","X600102","-3.125057691"
"40652","2011","X600102","-2.980853093"
"40653","2012","X600102","-2.981093981"
"40654","2013","X600102","-2.780617106"
"40655","2014","X600102","-5.440331053"
"40656","2015","X600102","#DIV/0!"
"40657","1995","X600103",""
"40658","1996","X600103",""
"40659","1997","X600103",""
"40660","1998","X600103",""
"40661","1999","X600103",""
"40662","2000","X600103","#N/A"
"40663","2001","X600103","#N/A"
"40664","2002","X600103","#N/A"
"40665","2003","X600103","-3.602796908"
"40666","2004","X600103","-3.822433339"
"40667","2005","X600103","-3.904992853"
"40668","2006","X600103","-3.738135529"
"40669","2007","X600103","-3.504892239"
"40670","2008","X600103","-3.591400477"
"40671","2009","X600103","-3.514933037"
"40672","2010","X600103","-3.385085725"
"40673","2011","X600103","-3.656431615"
"40674","2012","X600103","-3.434771738"
"40675","2013","X600103","-2.969854588"
"40676","2014","X600103","-3.184716175"
"40677","2015","X600103","-3.15917657"
"40678","1995","X600104",""
"40679","1996","X600104",""
"40680","1997","X600104",""
"40681","1998","X600104",""
"40682","1999","X600104",""
"40683","2000","X600104","#N/A"
"40684","2001","X600104","#N/A"
"40685","2002","X600104","#N/A"
"40686","2003","X600104","-2.773869144"
"40687","2004","X600104","-2.748336823"
"40688","2005","X600104","-3.310636537"
"40689","2006","X600104","-3.470595212"
"40690","2007","X600104","-3.40466429"
"40691","2008","X600104","-3.305181208"
"40692","2009","X600104","-2.90639969"
"40693","2010","X600104","-2.584884871"
"40694","2011","X600104","-2.618337139"
"40695","2012","X600104","-2.59664445"
"40696","2013","X600104","-2.970301421"
"40697","2014","X600104","-2.870977479"
"40698","2015","X600104","-3.40682616"
"40699","1995","X600105",""
"40700","1996","X600105",""
"40701","1997","X600105",""
"40702","1998","X600105",""
"40703","1999","X600105",""
"40704","2000","X600105","#N/A"
"40705","2001","X600105","#N/A"
"40706","2002","X600105","#N/A"
"40707","2003","X600105","-2.644390065"
"40708","2004","X600105","-2.685954958"
"40709","2005","X600105","-2.674669695"
"40710","2006","X600105","-2.637649226"
"40711","2007","X600105","-2.578474604"
"40712","2008","X600105","-3.073095219"
"40713","2009","X600105","-3.252880007"
"40714","2010","X600105","-3.281731962"
"40715","2011","X600105","-3.564398509"
"40716","2012","X600105","-3.44140684"
"40717","2013","X600105","-3.54776013"
"40718","2014","X600105","-3.477538189"
"40719","2015","X600105","-3.031314922"
"40720","1995","X600106",""
"40721","1996","X600106",""
"40722","1997","X600106",""
"40723","1998","X600106",""
"40724","1999","X600106",""
"40725","2000","X600106","#N/A"
"40726","2001","X600106","#N/A"
"40727","2002","X600106","#N/A"
"40728","2003","X600106","-3.946516888"
"40729","2004","X600106","-3.535690842"
"40730","2005","X600106","-2.504835595"
"40731","2006","X600106","-2.637409517"
"40732","2007","X600106","-2.349590161"
"40733","2008","X600106","-2.359564722"
"40734","2009","X600106","-2.344972164"
"40735","2010","X600106","-2.798287743"
"40736","2011","X600106","-2.844983559"
"40737","2012","X600106","-3.443681945"
"40738","2013","X600106","-3.964611874"
"40739","2014","X600106","-3.909284979"
"40740","2015","X600106","-3.877268213"
"40741","1995","X600107",""
"40742","1996","X600107",""
"40743","1997","X600107",""
"40744","1998","X600107",""
"40745","1999","X600107",""
"40746","2000","X600107","#N/A"
"40747","2001","X600107","#N/A"
"40748","2002","X600107","#N/A"
"40749","2003","X600107","-2.841571719"
"40750","2004","X600107","-3.191043741"
"40751","2005","X600107","-3.146042024"
"40752","2006","X600107","-3.783435162"
"40753","2007","X600107","-4.223987845"
"40754","2008","X600107","-2.87672132"
"40755","2009","X600107","-2.712640425"
"40756","2010","X600107","-2.797252053"
"40757","2011","X600107","-3.002530034"
"40758","2012","X600107","-3.193560901"
"40759","2013","X600107","-3.241389025"
"40760","2014","X600107","-2.908891745"
"40761","2015","X600107","-1.526462456"
"40762","1995","X600108",""
"40763","1996","X600108",""
"40764","1997","X600108",""
"40765","1998","X600108",""
"40766","1999","X600108",""
"40767","2000","X600108","#N/A"
"40768","2001","X600108","#N/A"
"40769","2002","X600108","#N/A"
"40770","2003","X600108","-3.064656658"
"40771","2004","X600108","-3.103037881"
"40772","2005","X600108","-3.390631942"
"40773","2006","X600108","-3.465562324"
"40774","2007","X600108","-3.600900453"
"40775","2008","X600108","-3.603963298"
"40776","2009","X600108","-4.328307027"
"40777","2010","X600108","-5.131512229"
"40778","2011","X600108","-5.05038007"
"40779","2012","X600108","-4.967842481"
"40780","2013","X600108","-3.561105331"
"40781","2014","X600108","-3.438822278"
"40782","2015","X600108","-3.404094111"
"40783","1995","X600109",""
"40784","1996","X600109",""
"40785","1997","X600109",""
"40786","1998","X600109",""
"40787","1999","X600109",""
"40788","2000","X600109","#N/A"
"40789","2001","X600109","#N/A"
"40790","2002","X600109","#N/A"
"40791","2003","X600109","-3.280066387"
"40792","2004","X600109","-2.422459426"
"40793","2005","X600109","-1.489755062"
"40794","2006","X600109","-1.528292784"
"40795","2007","X600109","-1.479191084"
"40796","2008","X600109","-0.76341916"
